G,variable,value
59.0,FT,0.717391304347826
58.0,FT,0.43478260869565216
57.0,FT,0.43478260869565216
56.0,FT,0.34782608695652173
55.0,FT,0.32608695652173914
54.0,FT,0.5
53.0,FT,0.41304347826086957
52.0,FT,0.2826086956521739
51.0,FT,0.17391304347826086
50.0,FT,0.5869565217391305
49.0,FT,0.32608695652173914
48.0,FT,0.13043478260869565
47.0,FT,0.17391304347826086
46.0,FT,0.17391304347826086
45.0,FT,0.34782608695652173
44.0,FT,0.32608695652173914
43.0,FT,0.41304347826086957
42.0,FT,0.10869565217391304
41.0,FT,0.41304347826086957
40.0,FT,0.21739130434782608
39.0,FT,0.391304347826087
38.0,FT,0.17391304347826086
37.0,FT,0.32608695652173914
36.0,FT,0.17391304347826086
35.0,FT,0.30434782608695654
34.0,FT,0.45652173913043476
33.0,FT,0.5434782608695652
32.0,FT,0.5
31.0,FT,0.32608695652173914
30.0,FT,0.41304347826086957
29.0,FT,0.2826086956521739
28.0,FT,0.41304347826086957
27.0,FT,0.43478260869565216
26.0,FT,0.2826086956521739
25.0,FT,0.34782608695652173
24.0,FT,0.3695652173913043
23.0,FT,0.5
22.0,FT,0.45652173913043476
21.0,FT,0.3695652173913043
20.0,FT,0.2826086956521739
19.0,FT,0.4782608695652174
18.0,FT,0.30434782608695654
17.0,FT,0.391304347826087
16.0,FT,0.41304347826086957
15.0,FT,0.45652173913043476
14.0,FT,0.3695652173913043
13.0,FT,0.5217391304347826
12.0,FT,0.2391304347826087
11.0,FT,0.2391304347826087
10.0,FT,1.0
9.0,FT,0.5217391304347826
8.0,FT,0.2608695652173913
7.0,FT,0.34782608695652173
6.0,FT,0.32608695652173914
5.0,FT,0.21739130434782608
4.0,FT,0.45652173913043476
3.0,FT,0.6086956521739131
2.0,FT,0.2391304347826087
1.0,FT,0.43478260869565216
82.0,FT,0.5
81.0,FT,0.10869565217391304
80.0,FT,0.2608695652173913
79.0,FT,0.3695652173913043
78.0,FT,0.2391304347826087
77.0,FT,0.391304347826087
76.0,FT,0.391304347826087
75.0,FT,0.30434782608695654
74.0,FT,0.782608695652174
73.0,FT,0.3695652173913043
72.0,FT,0.5217391304347826
71.0,FT,0.3695652173913043
70.0,FT,0.1956521739130435
69.0,FT,0.5869565217391305
68.0,FT,0.43478260869565216
67.0,FT,0.391304347826087
66.0,FT,0.41304347826086957
65.0,FT,0.21739130434782608
64.0,FT,0.13043478260869565
63.0,FT,0.2826086956521739
62.0,FT,0.41304347826086957
61.0,FT,0.45652173913043476
60.0,FT,0.5652173913043478
59.0,FT,0.32608695652173914
58.0,FT,0.21739130434782608
57.0,FT,0.34782608695652173
56.0,FT,0.5
55.0,FT,0.30434782608695654
54.0,FT,0.17391304347826086
53.0,FT,0.41304347826086957
52.0,FT,0.5
51.0,FT,0.4782608695652174
50.0,FT,0.5
49.0,FT,0.6086956521739131
48.0,FT,0.30434782608695654
47.0,FT,0.10869565217391304
46.0,FT,0.2608695652173913
45.0,FT,0.3695652173913043
44.0,FT,0.17391304347826086
43.0,FT,0.2391304347826087
42.0,FT,0.15217391304347827
41.0,FT,0.32608695652173914
40.0,FT,0.2826086956521739
39.0,FT,0.34782608695652173
38.0,FT,0.2608695652173913
37.0,FT,0.21739130434782608
36.0,FT,0.45652173913043476
35.0,FT,0.2826086956521739
34.0,FT,0.5
33.0,FT,0.34782608695652173
32.0,FT,0.2608695652173913
31.0,FT,0.41304347826086957
30.0,FT,0.43478260869565216
29.0,FT,0.17391304347826086
28.0,FT,0.15217391304347827
27.0,FT,0.41304347826086957
26.0,FT,0.45652173913043476
25.0,FT,0.717391304347826
24.0,FT,0.45652173913043476
23.0,FT,0.2608695652173913
22.0,FT,0.3695652173913043
21.0,FT,0.30434782608695654
20.0,FT,0.08695652173913043
19.0,FT,0.32608695652173914
18.0,FT,0.5652173913043478
17.0,FT,0.43478260869565216
16.0,FT,0.5
15.0,FT,0.5434782608695652
14.0,FT,0.5434782608695652
13.0,FT,0.2391304347826087
12.0,FT,0.21739130434782608
11.0,FT,0.4782608695652174
10.0,FT,0.2826086956521739
9.0,FT,0.391304347826087
8.0,FT,0.21739130434782608
7.0,FT,0.10869565217391304
6.0,FT,0.17391304347826086
5.0,FT,0.08695652173913043
4.0,FT,0.34782608695652173
3.0,FT,0.391304347826087
2.0,FT,0.32608695652173914
1.0,FT,0.6739130434782609
82.0,FT,0.1956521739130435
81.0,FT,0.2826086956521739
80.0,FT,0.43478260869565216
79.0,FT,0.3695652173913043
78.0,FT,0.34782608695652173
77.0,FT,0.782608695652174
76.0,FT,0.2608695652173913
75.0,FT,0.30434782608695654
74.0,FT,0.5434782608695652
73.0,FT,0.43478260869565216
72.0,FT,0.391304347826087
71.0,FT,0.2608695652173913
70.0,FT,0.17391304347826086
69.0,FT,0.3695652173913043
68.0,FT,0.2608695652173913
67.0,FT,0.5
66.0,FT,0.3695652173913043
65.0,FT,0.32608695652173914
64.0,FT,0.2826086956521739
63.0,FT,0.17391304347826086
62.0,FT,0.5
61.0,FT,0.3695652173913043
60.0,FT,0.06521739130434782
59.0,FT,0.34782608695652173
58.0,FT,0.3695652173913043
57.0,FT,0.5434782608695652
56.0,FT,0.5652173913043478
55.0,FT,0.41304347826086957
54.0,FT,0.391304347826087
53.0,FT,0.5217391304347826
52.0,FT,0.32608695652173914
51.0,FT,0.34782608695652173
50.0,FT,0.30434782608695654
49.0,FT,0.2826086956521739
48.0,FT,0.4782608695652174
47.0,FT,0.41304347826086957
46.0,FT,0.45652173913043476
45.0,FT,0.2391304347826087
44.0,FT,0.6086956521739131
43.0,FT,0.21739130434782608
42.0,FT,0.391304347826087
41.0,FT,0.5
40.0,FT,0.13043478260869565
39.0,FT,0.5217391304347826
38.0,FT,0.41304347826086957
37.0,FT,0.3695652173913043
36.0,FT,0.391304347826087
35.0,FT,0.3695652173913043
34.0,FT,0.1956521739130435
33.0,FT,0.41304347826086957
32.0,FT,0.10869565217391304
31.0,FT,0.45652173913043476
30.0,FT,0.21739130434782608
29.0,FT,0.5217391304347826
28.0,FT,0.5217391304347826
27.0,FT,0.30434782608695654
26.0,FT,0.17391304347826086
25.0,FT,0.45652173913043476
24.0,FT,0.30434782608695654
23.0,FT,0.717391304347826
22.0,FT,0.6086956521739131
21.0,FT,0.41304347826086957
20.0,FT,0.5
19.0,FT,0.2608695652173913
18.0,FT,0.30434782608695654
17.0,FT,0.45652173913043476
16.0,FT,0.5217391304347826
15.0,FT,0.3695652173913043
14.0,FT,0.6521739130434783
13.0,FT,0.4782608695652174
12.0,FT,0.6521739130434783
11.0,FT,0.5217391304347826
10.0,FT,0.32608695652173914
9.0,FT,0.30434782608695654
8.0,FT,0.41304347826086957
7.0,FT,0.32608695652173914
6.0,FT,0.5652173913043478
5.0,FT,0.2391304347826087
4.0,FT,0.30434782608695654
3.0,FT,0.2391304347826087
2.0,FT,0.2608695652173913
1.0,FT,0.43478260869565216
82.0,FT,0.6739130434782609
81.0,FT,0.30434782608695654
80.0,FT,0.30434782608695654
79.0,FT,0.32608695652173914
78.0,FT,0.41304347826086957
77.0,FT,0.17391304347826086
76.0,FT,0.4782608695652174
75.0,FT,0.15217391304347827
74.0,FT,0.43478260869565216
73.0,FT,0.10869565217391304
72.0,FT,0.5
71.0,FT,0.1956521739130435
70.0,FT,0.41304347826086957
69.0,FT,0.2608695652173913
68.0,FT,0.32608695652173914
67.0,FT,0.2391304347826087
66.0,FT,0.5
65.0,FT,0.32608695652173914
64.0,FT,0.2608695652173913
63.0,FT,0.32608695652173914
62.0,FT,0.30434782608695654
61.0,FT,0.2826086956521739
60.0,FT,0.5
59.0,FT,0.391304347826087
58.0,FT,0.2391304347826087
57.0,FT,0.45652173913043476
56.0,FT,0.5869565217391305
55.0,FT,0.5652173913043478
54.0,FT,0.34782608695652173
53.0,FT,0.32608695652173914
52.0,FT,0.45652173913043476
51.0,FT,0.2608695652173913
50.0,FT,0.08695652173913043
49.0,FT,0.15217391304347827
48.0,FT,0.34782608695652173
47.0,FT,0.5652173913043478
46.0,FT,0.45652173913043476
45.0,FT,0.41304347826086957
44.0,FT,0.32608695652173914
43.0,FT,0.3695652173913043
42.0,FT,0.34782608695652173
41.0,FT,0.2826086956521739
40.0,FT,0.2391304347826087
39.0,FT,0.391304347826087
38.0,FT,0.43478260869565216
37.0,FT,0.32608695652173914
36.0,FT,0.15217391304347827
35.0,FT,0.41304347826086957
34.0,FT,0.2608695652173913
33.0,FT,0.13043478260869565
32.0,FT,0.21739130434782608
31.0,FT,0.30434782608695654
30.0,FT,0.43478260869565216
29.0,FT,0.32608695652173914
28.0,FT,0.45652173913043476
27.0,FT,0.45652173913043476
26.0,FT,0.1956521739130435
25.0,FT,0.2391304347826087
24.0,FT,0.5652173913043478
23.0,FT,0.2391304347826087
22.0,FT,0.5217391304347826
21.0,FT,0.2826086956521739
20.0,FT,0.391304347826087
19.0,FT,0.2391304347826087
18.0,FT,0.17391304347826086
17.0,FT,0.2608695652173913
16.0,FT,0.13043478260869565
15.0,FT,0.2608695652173913
14.0,FT,0.391304347826087
13.0,FT,0.34782608695652173
12.0,FT,0.3695652173913043
11.0,FT,0.2608695652173913
10.0,FT,0.43478260869565216
9.0,FT,0.41304347826086957
8.0,FT,0.30434782608695654
7.0,FT,0.043478260869565216
6.0,FT,0.2391304347826087
5.0,FT,0.17391304347826086
4.0,FT,0.2608695652173913
3.0,FT,0.2608695652173913
2.0,FT,0.391304347826087
1.0,FT,0.32608695652173914
82.0,FT,0.3695652173913043
81.0,FT,0.2608695652173913
80.0,FT,0.30434782608695654
79.0,FT,0.2826086956521739
78.0,FT,0.34782608695652173
77.0,FT,0.34782608695652173
76.0,FT,0.34782608695652173
75.0,FT,0.08695652173913043
74.0,FT,0.2608695652173913
73.0,FT,0.6086956521739131
72.0,FT,0.17391304347826086
71.0,FT,0.5869565217391305
70.0,FT,0.5217391304347826
69.0,FT,0.41304347826086957
68.0,FT,0.10869565217391304
67.0,FT,0.32608695652173914
66.0,FT,0.30434782608695654
65.0,FT,0.21739130434782608
64.0,FT,0.15217391304347827
63.0,FT,0.13043478260869565
62.0,FT,0.15217391304347827
61.0,FT,0.2608695652173913
60.0,FT,0.1956521739130435
59.0,FT,0.2826086956521739
58.0,FT,0.2391304347826087
57.0,FT,0.1956521739130435
56.0,FT,0.2826086956521739
55.0,FT,0.2826086956521739
54.0,FT,0.2826086956521739
53.0,FT,0.21739130434782608
52.0,FT,0.391304347826087
51.0,FT,0.2608695652173913
50.0,FT,0.2826086956521739
49.0,FT,0.17391304347826086
48.0,FT,0.30434782608695654
47.0,FT,0.34782608695652173
46.0,FT,0.17391304347826086
45.0,FT,0.41304347826086957
44.0,FT,0.2608695652173913
43.0,FT,0.2608695652173913
42.0,FT,0.32608695652173914
41.0,FT,0.41304347826086957
40.0,FT,0.21739130434782608
39.0,FT,0.08695652173913043
38.0,FT,0.41304347826086957
37.0,FT,0.043478260869565216
36.0,FT,0.17391304347826086
35.0,FT,0.1956521739130435
34.0,FT,0.43478260869565216
33.0,FT,0.2391304347826087
32.0,FT,0.21739130434782608
31.0,FT,0.13043478260869565
30.0,FT,0.5869565217391305
29.0,FT,0.391304347826087
28.0,FT,0.5434782608695652
27.0,FT,0.45652173913043476
26.0,FT,0.6086956521739131
25.0,FT,0.391304347826087
24.0,FT,0.34782608695652173
23.0,FT,0.32608695652173914
22.0,FT,0.15217391304347827
21.0,FT,0.06521739130434782
20.0,FT,0.43478260869565216
19.0,FT,0.5
18.0,FT,0.4782608695652174
17.0,FT,0.41304347826086957
16.0,FT,0.391304347826087
15.0,FT,0.2391304347826087
14.0,FT,0.3695652173913043
13.0,FT,0.5
12.0,FT,0.2826086956521739
11.0,FT,0.17391304347826086
10.0,FT,0.1956521739130435
9.0,FT,0.06521739130434782
8.0,FT,0.41304347826086957
7.0,FT,0.34782608695652173
6.0,FT,0.32608695652173914
5.0,FT,0.15217391304347827
4.0,FT,0.2608695652173913
3.0,FT,0.8478260869565217
2.0,FT,0.21739130434782608
1.0,FT,0.2608695652173913
82.0,FT,0.08695652173913043
81.0,FT,0.21739130434782608
80.0,FT,0.5434782608695652
79.0,FT,0.15217391304347827
78.0,FT,0.3695652173913043
77.0,FT,0.41304347826086957
76.0,FT,0.10869565217391304
75.0,FT,0.717391304347826
74.0,FT,0.3695652173913043
73.0,FT,0.3695652173913043
72.0,FT,0.391304347826087
71.0,FT,0.3695652173913043
70.0,FT,0.17391304347826086
69.0,FT,0.2608695652173913
68.0,FT,0.2391304347826087
67.0,FT,0.30434782608695654
66.0,FT,0.30434782608695654
65.0,FT,0.41304347826086957
64.0,FT,0.2391304347826087
63.0,FT,0.2608695652173913
62.0,FT,0.4782608695652174
61.0,FT,0.30434782608695654
60.0,FT,0.5652173913043478
59.0,FT,0.5217391304347826
58.0,FT,0.34782608695652173
57.0,FT,0.13043478260869565
56.0,FT,0.043478260869565216
55.0,FT,0.21739130434782608
54.0,FT,0.5217391304347826
53.0,FT,0.1956521739130435
52.0,FT,0.6086956521739131
51.0,FT,0.32608695652173914
50.0,FT,0.21739130434782608
49.0,FT,0.15217391304347827
48.0,FT,0.34782608695652173
47.0,FT,0.15217391304347827
46.0,FT,0.2826086956521739
45.0,FT,0.34782608695652173
44.0,FT,0.21739130434782608
43.0,FT,0.30434782608695654
42.0,FT,0.32608695652173914
41.0,FT,0.30434782608695654
40.0,FT,0.30434782608695654
39.0,FT,0.13043478260869565
38.0,FT,0.5
37.0,FT,0.5
36.0,FT,0.34782608695652173
35.0,FT,0.2826086956521739
34.0,FT,0.1956521739130435
33.0,FT,0.1956521739130435
32.0,FT,0.30434782608695654
31.0,FT,0.30434782608695654
30.0,FT,0.1956521739130435
29.0,FT,0.30434782608695654
28.0,FT,0.4782608695652174
27.0,FT,0.391304347826087
26.0,FT,0.10869565217391304
25.0,FT,0.30434782608695654
24.0,FT,0.41304347826086957
23.0,FT,0.32608695652173914
22.0,FT,0.21739130434782608
21.0,FT,0.5652173913043478
20.0,FT,0.34782608695652173
19.0,FT,0.391304347826087
18.0,FT,0.10869565217391304
17.0,FT,0.5434782608695652
16.0,FT,0.2391304347826087
15.0,FT,0.34782608695652173
14.0,FT,0.5652173913043478
13.0,FT,0.15217391304347827
12.0,FT,0.17391304347826086
11.0,FT,0.21739130434782608
10.0,FT,0.2608695652173913
9.0,FT,0.15217391304347827
8.0,FT,0.2608695652173913
7.0,FT,0.2826086956521739
6.0,FT,0.17391304347826086
5.0,FT,0.2391304347826087
4.0,FT,0.32608695652173914
3.0,FT,0.30434782608695654
2.0,FT,0.2391304347826087
1.0,FT,0.5217391304347826
82.0,FT,0.3695652173913043
81.0,FT,0.15217391304347827
80.0,FT,0.5217391304347826
79.0,FT,0.4782608695652174
78.0,FT,0.10869565217391304
77.0,FT,0.2391304347826087
76.0,FT,0.15217391304347827
75.0,FT,0.32608695652173914
74.0,FT,0.2391304347826087
73.0,FT,0.32608695652173914
72.0,FT,0.32608695652173914
71.0,FT,0.45652173913043476
70.0,FT,0.5869565217391305
69.0,FT,0.4782608695652174
68.0,FT,0.32608695652173914
67.0,FT,0.15217391304347827
66.0,FT,0.21739130434782608
65.0,FT,0.41304347826086957
64.0,FT,0.5
63.0,FT,0.3695652173913043
62.0,FT,0.30434782608695654
61.0,FT,0.21739130434782608
60.0,FT,0.1956521739130435
59.0,FT,0.5
58.0,FT,0.30434782608695654
57.0,FT,0.1956521739130435
56.0,FT,0.391304347826087
55.0,FT,0.30434782608695654
54.0,FT,0.5217391304347826
53.0,FT,0.5652173913043478
52.0,FT,0.2391304347826087
51.0,FT,0.30434782608695654
50.0,FT,0.2826086956521739
49.0,FT,0.5217391304347826
48.0,FT,0.41304347826086957
47.0,FT,0.17391304347826086
46.0,FT,0.2608695652173913
45.0,FT,0.43478260869565216
44.0,FT,0.30434782608695654
43.0,FT,0.5217391304347826
42.0,FT,0.2391304347826087
41.0,FT,0.32608695652173914
40.0,FT,0.043478260869565216
39.0,FT,0.17391304347826086
38.0,FT,0.6086956521739131
37.0,FT,0.13043478260869565
36.0,FT,0.30434782608695654
35.0,FT,0.15217391304347827
34.0,FT,0.021739130434782608
33.0,FT,0.2391304347826087
32.0,FT,0.21739130434782608
31.0,FT,0.32608695652173914
30.0,FT,0.43478260869565216
29.0,FT,0.5434782608695652
28.0,FT,0.4782608695652174
27.0,FT,0.43478260869565216
26.0,FT,0.5217391304347826
25.0,FT,0.6086956521739131
24.0,FT,0.3695652173913043
23.0,FT,0.2826086956521739
22.0,FT,0.06521739130434782
21.0,FT,0.45652173913043476
20.0,FT,0.5652173913043478
19.0,FT,0.15217391304347827
18.0,FT,0.30434782608695654
17.0,FT,0.41304347826086957
16.0,FT,0.21739130434782608
15.0,FT,0.30434782608695654
14.0,FT,0.21739130434782608
13.0,FT,0.43478260869565216
12.0,FT,0.6086956521739131
11.0,FT,0.41304347826086957
10.0,FT,0.32608695652173914
9.0,FT,0.2608695652173913
8.0,FT,0.4782608695652174
7.0,FT,0.34782608695652173
6.0,FT,0.2608695652173913
5.0,FT,0.5217391304347826
4.0,FT,0.13043478260869565
3.0,FT,0.5869565217391305
2.0,FT,0.2826086956521739
1.0,FT,0.6086956521739131
82.0,FT,0.391304347826087
81.0,FT,0.2608695652173913
80.0,FT,0.41304347826086957
79.0,FT,0.34782608695652173
78.0,FT,0.2826086956521739
77.0,FT,0.2608695652173913
76.0,FT,0.2391304347826087
75.0,FT,0.34782608695652173
74.0,FT,0.2391304347826087
73.0,FT,0.391304347826087
72.0,FT,0.43478260869565216
71.0,FT,0.2391304347826087
70.0,FT,0.34782608695652173
69.0,FT,0.41304347826086957
68.0,FT,0.34782608695652173
67.0,FT,0.5652173913043478
66.0,FT,0.2608695652173913
65.0,FT,0.10869565217391304
64.0,FT,0.6956521739130435
63.0,FT,0.6521739130434783
62.0,FT,0.34782608695652173
61.0,FT,0.43478260869565216
60.0,FT,0.4782608695652174
59.0,FT,0.30434782608695654
58.0,FT,0.43478260869565216
57.0,FT,0.30434782608695654
56.0,FT,0.34782608695652173
55.0,FT,0.34782608695652173
54.0,FT,0.06521739130434782
53.0,FT,0.43478260869565216
52.0,FT,0.3695652173913043
51.0,FT,0.6956521739130435
50.0,FT,0.4782608695652174
49.0,FT,0.21739130434782608
48.0,FT,0.6304347826086957
47.0,FT,0.34782608695652173
46.0,FT,0.3695652173913043
45.0,FT,0.41304347826086957
44.0,FT,0.06521739130434782
43.0,FT,0.3695652173913043
42.0,FT,0.34782608695652173
41.0,FT,0.32608695652173914
40.0,FT,0.13043478260869565
39.0,FT,0.2608695652173913
38.0,FT,0.34782608695652173
37.0,FT,0.5869565217391305
36.0,FT,0.2391304347826087
35.0,FT,0.32608695652173914
34.0,FT,0.32608695652173914
33.0,FT,0.2826086956521739
32.0,FT,0.32608695652173914
31.0,FT,0.21739130434782608
30.0,FT,0.391304347826087
29.0,FT,0.5652173913043478
28.0,FT,0.5869565217391305
27.0,FT,0.2608695652173913
26.0,FT,0.391304347826087
25.0,FT,0.10869565217391304
24.0,FT,0.2391304347826087
23.0,FT,0.2391304347826087
22.0,FT,0.21739130434782608
21.0,FT,0.3695652173913043
20.0,FT,0.2826086956521739
19.0,FT,0.32608695652173914
18.0,FT,0.32608695652173914
17.0,FT,0.2826086956521739
16.0,FT,0.08695652173913043
15.0,FT,0.391304347826087
14.0,FT,0.34782608695652173
13.0,FT,0.2608695652173913
12.0,FT,0.2391304347826087
11.0,FT,0.17391304347826086
10.0,FT,0.21739130434782608
9.0,FT,0.2826086956521739
8.0,FT,0.7391304347826086
7.0,FT,0.4782608695652174
6.0,FT,0.2391304347826087
5.0,FT,0.41304347826086957
4.0,FT,0.30434782608695654
3.0,FT,0.3695652173913043
2.0,FT,0.2826086956521739
1.0,FT,0.2826086956521739
50.0,FT,0.3695652173913043
49.0,FT,0.2826086956521739
48.0,FT,0.2608695652173913
47.0,FT,0.2608695652173913
46.0,FT,0.2391304347826087
45.0,FT,0.21739130434782608
44.0,FT,0.06521739130434782
43.0,FT,0.30434782608695654
42.0,FT,0.17391304347826086
41.0,FT,0.2826086956521739
40.0,FT,0.43478260869565216
39.0,FT,0.1956521739130435
38.0,FT,0.06521739130434782
37.0,FT,0.3695652173913043
36.0,FT,0.043478260869565216
35.0,FT,0.15217391304347827
34.0,FT,0.1956521739130435
33.0,FT,0.08695652173913043
32.0,FT,0.0
31.0,FT,0.2826086956521739
30.0,FT,0.15217391304347827
29.0,FT,0.21739130434782608
28.0,FT,0.3695652173913043
27.0,FT,0.21739130434782608
26.0,FT,0.21739130434782608
25.0,FT,0.2608695652173913
24.0,FT,0.2826086956521739
23.0,FT,0.32608695652173914
22.0,FT,0.10869565217391304
21.0,FT,0.17391304347826086
20.0,FT,0.043478260869565216
19.0,FT,0.21739130434782608
18.0,FT,0.06521739130434782
17.0,FT,0.1956521739130435
16.0,FT,0.2391304347826087
15.0,FT,0.1956521739130435
14.0,FT,0.32608695652173914
13.0,FT,0.5
12.0,FT,0.1956521739130435
11.0,FT,0.30434782608695654
10.0,FT,0.21739130434782608
9.0,FT,0.15217391304347827
8.0,FT,0.3695652173913043
7.0,FT,0.06521739130434782
6.0,FT,0.5652173913043478
5.0,FT,0.2608695652173913
4.0,FT,0.45652173913043476
3.0,FT,0.21739130434782608
2.0,FT,0.43478260869565216
1.0,FT,0.21739130434782608
82.0,FT,0.2608695652173913
81.0,FT,0.17391304347826086
80.0,FT,0.32608695652173914
79.0,FT,0.15217391304347827
78.0,FT,0.17391304347826086
77.0,FT,0.043478260869565216
76.0,FT,0.08695652173913043
75.0,FT,0.3695652173913043
74.0,FT,0.17391304347826086
73.0,FT,0.2391304347826087
72.0,FT,0.30434782608695654
71.0,FT,0.21739130434782608
70.0,FT,0.32608695652173914
69.0,FT,0.1956521739130435
68.0,FT,0.15217391304347827
67.0,FT,0.34782608695652173
66.0,FT,0.21739130434782608
65.0,FT,0.15217391304347827
64.0,FT,0.17391304347826086
63.0,FT,0.30434782608695654
62.0,FT,0.32608695652173914
61.0,FT,0.3695652173913043
60.0,FT,0.30434782608695654
59.0,FT,0.41304347826086957
58.0,FT,0.3695652173913043
57.0,FT,0.17391304347826086
56.0,FT,0.1956521739130435
55.0,FT,0.2826086956521739
54.0,FT,0.30434782608695654
53.0,FT,0.6304347826086957
52.0,FT,0.4782608695652174
51.0,FT,0.21739130434782608
50.0,FT,0.32608695652173914
49.0,FT,0.5217391304347826
48.0,FT,0.5652173913043478
47.0,FT,0.06521739130434782
46.0,FT,0.30434782608695654
45.0,FT,0.21739130434782608
44.0,FT,0.2826086956521739
43.0,FT,0.5652173913043478
42.0,FT,0.45652173913043476
41.0,FT,0.41304347826086957
40.0,FT,0.2391304347826087
39.0,FT,0.2391304347826087
38.0,FT,0.10869565217391304
37.0,FT,0.32608695652173914
36.0,FT,0.2391304347826087
35.0,FT,0.5869565217391305
34.0,FT,0.021739130434782608
33.0,FT,0.0
32.0,FT,0.4782608695652174
31.0,FT,0.2826086956521739
30.0,FT,0.391304347826087
29.0,FT,0.3695652173913043
28.0,FT,0.34782608695652173
27.0,FT,0.41304347826086957
26.0,FT,0.08695652173913043
25.0,FT,0.32608695652173914
24.0,FT,0.2391304347826087
23.0,FT,0.3695652173913043
22.0,FT,0.391304347826087
21.0,FT,0.021739130434782608
20.0,FT,0.1956521739130435
19.0,FT,0.32608695652173914
18.0,FT,0.391304347826087
17.0,FT,0.21739130434782608
16.0,FT,0.34782608695652173
15.0,FT,0.15217391304347827
14.0,FT,0.2608695652173913
13.0,FT,0.30434782608695654
12.0,FT,0.6304347826086957
11.0,FT,0.32608695652173914
10.0,FT,0.41304347826086957
9.0,FT,0.3695652173913043
8.0,FT,0.43478260869565216
7.0,FT,0.43478260869565216
6.0,FT,0.2391304347826087
5.0,FT,0.391304347826087
4.0,FT,0.13043478260869565
3.0,FT,0.15217391304347827
2.0,FT,0.32608695652173914
1.0,FT,0.15217391304347827
82.0,FT,0.34782608695652173
81.0,FT,0.34782608695652173
80.0,FT,0.17391304347826086
79.0,FT,0.17391304347826086
78.0,FT,0.391304347826087
77.0,FT,0.30434782608695654
76.0,FT,0.3695652173913043
75.0,FT,0.5652173913043478
74.0,FT,0.34782608695652173
73.0,FT,0.32608695652173914
72.0,FT,0.2826086956521739
71.0,FT,0.21739130434782608
70.0,FT,0.34782608695652173
69.0,FT,0.34782608695652173
68.0,FT,0.5869565217391305
67.0,FT,0.7391304347826086
66.0,FT,0.17391304347826086
65.0,FT,0.43478260869565216
64.0,FT,0.34782608695652173
63.0,FT,0.5652173913043478
62.0,FT,0.34782608695652173
61.0,FT,0.3695652173913043
60.0,FT,0.45652173913043476
59.0,FT,0.2391304347826087
58.0,FT,0.34782608695652173
57.0,FT,0.43478260869565216
56.0,FT,0.17391304347826086
55.0,FT,0.391304347826087
54.0,FT,0.43478260869565216
53.0,FT,0.4782608695652174
52.0,FT,0.43478260869565216
51.0,FT,0.34782608695652173
50.0,FT,0.6739130434782609
49.0,FT,0.30434782608695654
48.0,FT,0.4782608695652174
47.0,FT,0.5
46.0,FT,0.30434782608695654
45.0,FT,0.5217391304347826
44.0,FT,0.43478260869565216
43.0,FT,0.30434782608695654
42.0,FT,0.3695652173913043
41.0,FT,0.45652173913043476
40.0,FT,0.30434782608695654
39.0,FT,0.1956521739130435
38.0,FT,0.41304347826086957
37.0,FT,0.34782608695652173
36.0,FT,0.2391304347826087
35.0,FT,0.6086956521739131
34.0,FT,0.5652173913043478
33.0,FT,0.3695652173913043
32.0,FT,0.41304347826086957
31.0,FT,0.2826086956521739
30.0,FT,0.5217391304347826
29.0,FT,0.043478260869565216
28.0,FT,0.15217391304347827
27.0,FT,0.2608695652173913
26.0,FT,0.5217391304347826
25.0,FT,0.1956521739130435
24.0,FT,0.2826086956521739
23.0,FT,0.2391304347826087
22.0,FT,0.2608695652173913
21.0,FT,0.32608695652173914
20.0,FT,0.30434782608695654
19.0,FT,0.32608695652173914
18.0,FT,0.2608695652173913
17.0,FT,0.2826086956521739
16.0,FT,0.2391304347826087
15.0,FT,0.2391304347826087
14.0,FT,0.15217391304347827
13.0,FT,0.17391304347826086
12.0,FT,0.3695652173913043
11.0,FT,0.41304347826086957
10.0,FT,0.5
9.0,FT,0.34782608695652173
8.0,FT,0.15217391304347827
7.0,FT,0.32608695652173914
6.0,FT,0.21739130434782608
5.0,FT,0.32608695652173914
4.0,FT,0.2608695652173913
3.0,FT,0.1956521739130435
2.0,FT,0.6739130434782609
1.0,FT,0.21739130434782608
82.0,FT,0.34782608695652173
81.0,FT,0.34782608695652173
80.0,FT,0.2608695652173913
79.0,FT,0.17391304347826086
78.0,FT,0.5
77.0,FT,0.2826086956521739
76.0,FT,0.30434782608695654
75.0,FT,0.32608695652173914
74.0,FT,0.10869565217391304
73.0,FT,0.13043478260869565
72.0,FT,0.21739130434782608
71.0,FT,0.4782608695652174
70.0,FT,0.32608695652173914
69.0,FT,0.1956521739130435
68.0,FT,0.30434782608695654
67.0,FT,0.5652173913043478
66.0,FT,0.17391304347826086
65.0,FT,0.2826086956521739
64.0,FT,0.06521739130434782
63.0,FT,0.4782608695652174
62.0,FT,0.391304347826087
61.0,FT,0.2608695652173913
60.0,FT,0.45652173913043476
59.0,FT,0.5
58.0,FT,0.021739130434782608
57.0,FT,0.1956521739130435
56.0,FT,0.5217391304347826
55.0,FT,0.4782608695652174
54.0,FT,0.32608695652173914
53.0,FT,0.2391304347826087
52.0,FT,0.21739130434782608
51.0,FT,0.41304347826086957
50.0,FT,0.6086956521739131
49.0,FT,0.1956521739130435
48.0,FT,0.34782608695652173
47.0,FT,0.13043478260869565
46.0,FT,0.30434782608695654
45.0,FT,0.4782608695652174
44.0,FT,0.391304347826087
