G,variable,value
60.0,FG%,0.4962593516209475
59.0,FG%,0.648379052369077
58.0,FG%,0.481296758104738
57.0,FG%,0.7057356608478803
56.0,FG%,0.7755610972568576
55.0,FG%,0.4239401496259351
54.0,FG%,0.7306733167082294
53.0,FG%,0.43142144638403984
52.0,FG%,0.511221945137157
51.0,FG%,0.2693266832917705
49.0,FG%,0.4837905236907729
48.0,FG%,0.34663341645885276
47.0,FG%,0.5536159600997506
46.0,FG%,0.6608478802992516
45.0,FG%,0.42643391521197
44.0,FG%,0.5960099750623441
43.0,FG%,0.35162094763092255
42.0,FG%,0.5286783042394014
41.0,FG%,0.571072319201995
40.0,FG%,0.6034912718204488
39.0,FG%,0.3640897755610971
38.0,FG%,0.7107231920199499
37.0,FG%,0.3216957605985036
36.0,FG%,0.4987531172069824
35.0,FG%,0.7980049875311719
34.0,FG%,0.5536159600997506
33.0,FG%,0.3940149625935161
32.0,FG%,0.598503740648379
31.0,FG%,0.5536159600997506
30.0,FG%,0.5860349127182044
29.0,FG%,0.3541147132169575
28.0,FG%,0.24189526184538646
27.0,FG%,0.4214463840399002
26.0,FG%,0.21197007481296748
25.0,FG%,0.5062344139650872
24.0,FG%,0.4912718204488777
23.0,FG%,0.3167082294264339
22.0,FG%,0.11970074812967577
21.0,FG%,0.5910224438902743
20.0,FG%,0.40149625935162087
19.0,FG%,0.8154613466334163
18.0,FG%,0.7231920199501245
17.0,FG%,0.4613466334164588
16.0,FG%,0.6384039900249376
15.0,FG%,0.5960099750623441
14.0,FG%,0.47880299251870306
13.0,FG%,0.6084788029925187
12.0,FG%,0.4912718204488777
11.0,FG%,0.85286783042394
10.0,FG%,0.6384039900249376
9.0,FG%,0.3591022443890273
8.0,FG%,0.3541147132169575
7.0,FG%,0.5261845386533665
6.0,FG%,0.33665835411471307
5.0,FG%,0.6109725685785535
4.0,FG%,0.43391521197007477
3.0,FG%,0.4588528678304239
2.0,FG%,0.24189526184538646
1.0,FG%,0.655860349127182
82.0,FG%,0.6134663341645885
81.0,FG%,0.4962593516209475
80.0,FG%,0.481296758104738
79.0,FG%,0.825436408977556
78.0,FG%,0.6284289276807979
77.0,FG%,0.56857855361596
75.0,FG%,0.5062344139650872
74.0,FG%,0.3865336658354114
73.0,FG%,0.7730673316708228
72.0,FG%,0.8379052369077306
71.0,FG%,0.4962593516209475
70.0,FG%,0.8029925187032417
69.0,FG%,0.6932668329177057
68.0,FG%,0.42643391521197
67.0,FG%,0.56857855361596
66.0,FG%,0.541147132169576
65.0,FG%,0.6783042394014963
64.0,FG%,0.56857855361596
63.0,FG%,0.2668329177057356
62.0,FG%,0.4613466334164588
61.0,FG%,0.6758104738154611
60.0,FG%,0.40897755610972564
59.0,FG%,0.6633416458852868
58.0,FG%,0.4214463840399002
57.0,FG%,0.5236907730673316
56.0,FG%,0.6184538653366584
55.0,FG%,0.2319201995012468
54.0,FG%,0.39900249376558594
53.0,FG%,0.6384039900249376
52.0,FG%,0.4837905236907729
51.0,FG%,0.2867830423940149
50.0,FG%,0.765586034912718
49.0,FG%,0.41396508728179543
48.0,FG%,0.35162094763092255
47.0,FG%,0.4289276807980049
46.0,FG%,0.44887780548628425
45.0,FG%,0.6259351620947631
44.0,FG%,0.3790523690773066
43.0,FG%,0.4189526184538653
41.0,FG%,0.30423940149625933
39.0,FG%,0.6508728179551122
38.0,FG%,0.3640897755610971
37.0,FG%,0.481296758104738
36.0,FG%,0.6508728179551122
35.0,FG%,0.4912718204488777
34.0,FG%,0.3915211970074812
32.0,FG%,0.4513715710723192
31.0,FG%,0.4588528678304239
30.0,FG%,0.45635910224438897
29.0,FG%,0.34912718204488763
28.0,FG%,0.24438902743142138
27.0,FG%,0.6957605985037407
26.0,FG%,0.3865336658354114
25.0,FG%,0.511221945137157
24.0,FG%,0.56857855361596
23.0,FG%,0.793017456359102
22.0,FG%,0.6184538653366584
21.0,FG%,0.3241895261845385
20.0,FG%,0.7855361596009973
19.0,FG%,0.6882793017456357
18.0,FG%,0.4189526184538653
17.0,FG%,0.7905236907730672
16.0,FG%,0.43391521197007477
15.0,FG%,0.6857855361596007
14.0,FG%,0.600997506234414
13.0,FG%,0.6034912718204488
12.0,FG%,0.7281795511221942
11.0,FG%,0.508728179551122
10.0,FG%,0.3965087281795513
9.0,FG%,0.6433915211970075
8.0,FG%,0.6982543640897753
7.0,FG%,0.7805486284289275
6.0,FG%,0.27182044887780543
5.0,FG%,0.49376558603491255
4.0,FG%,0.6384039900249376
3.0,FG%,0.39900249376558594
2.0,FG%,0.541147132169576
1.0,FG%,0.47132169576059846
82.0,FG%,0.5835411471321695
81.0,FG%,0.6359102244389024
80.0,FG%,0.4364089775561097
79.0,FG%,0.43391521197007477
78.0,FG%,0.541147132169576
77.0,FG%,0.511221945137157
76.0,FG%,0.5062344139650872
75.0,FG%,0.56857855361596
74.0,FG%,0.648379052369077
73.0,FG%,0.34663341645885276
72.0,FG%,0.6932668329177057
71.0,FG%,0.683291770573566
70.0,FG%,0.3266832917705734
69.0,FG%,0.5536159600997506
68.0,FG%,0.6209476309226932
67.0,FG%,0.37655860349127174
66.0,FG%,0.6408977556109725
65.0,FG%,0.5536159600997506
64.0,FG%,0.37157107231920217
63.0,FG%,0.7780548628428926
62.0,FG%,0.4987531172069824
61.0,FG%,0.42643391521197
60.0,FG%,0.7730673316708228
59.0,FG%,0.7531172069825435
58.0,FG%,0.511221945137157
57.0,FG%,0.3965087281795513
56.0,FG%,0.7057356608478803
55.0,FG%,0.49376558603491255
54.0,FG%,0.5810473815461346
53.0,FG%,0.7406483790523689
52.0,FG%,0.34912718204488763
51.0,FG%,0.6209476309226932
50.0,FG%,0.598503740648379
49.0,FG%,0.5785536159600997
48.0,FG%,0.56857855361596
47.0,FG%,0.6259351620947631
46.0,FG%,0.825436408977556
45.0,FG%,0.541147132169576
43.0,FG%,0.683291770573566
42.0,FG%,0.6234413965087281
40.0,FG%,0.4962593516209475
39.0,FG%,0.6433915211970075
38.0,FG%,0.5536159600997506
37.0,FG%,0.4364089775561097
36.0,FG%,0.2693266832917705
35.0,FG%,0.47880299251870306
33.0,FG%,0.4513715710723192
31.0,FG%,0.7032418952618454
30.0,FG%,0.8753117206982542
29.0,FG%,0.6857855361596007
28.0,FG%,0.5935162094763091
27.0,FG%,0.7281795511221942
26.0,FG%,0.6857855361596007
25.0,FG%,0.5660847880299251
24.0,FG%,0.7182044887780549
23.0,FG%,0.6932668329177057
22.0,FG%,0.538653366583541
21.0,FG%,0.9301745635910221
20.0,FG%,0.4688279301745636
19.0,FG%,0.600997506234414
18.0,FG%,0.7281795511221942
17.0,FG%,0.6932668329177057
16.0,FG%,0.9301745635910221
15.0,FG%,0.5286783042394014
14.0,FG%,0.5286783042394014
12.0,FG%,0.5935162094763091
11.0,FG%,0.6259351620947631
10.0,FG%,0.3890274314214463
9.0,FG%,0.7905236907730672
8.0,FG%,0.5960099750623441
7.0,FG%,0.8877805486284288
6.0,FG%,0.3216957605985036
5.0,FG%,0.5236907730673316
4.0,FG%,0.4688279301745636
82.0,FG%,0.5785536159600997
81.0,FG%,0.6284289276807979
80.0,FG%,0.7231920199501245
79.0,FG%,0.6259351620947631
78.0,FG%,0.31421446384039897
77.0,FG%,0.8578553615960098
76.0,FG%,0.6658354114713217
75.0,FG%,0.6109725685785535
74.0,FG%,0.5960099750623441
73.0,FG%,0.6309226932668329
72.0,FG%,0.23690773067331664
71.0,FG%,0.7381546134663339
70.0,FG%,0.538653366583541
69.0,FG%,0.46384039900249374
68.0,FG%,0.38403990024937673
67.0,FG%,0.598503740648379
66.0,FG%,0.4513715710723192
65.0,FG%,0.7206982543640899
64.0,FG%,0.7132169576059848
63.0,FG%,0.7805486284289275
62.0,FG%,0.5536159600997506
61.0,FG%,0.6159600997506234
60.0,FG%,0.5860349127182044
59.0,FG%,0.46633416458852867
58.0,FG%,0.47132169576059846
57.0,FG%,0.5137157107231919
56.0,FG%,0.6857855361596007
55.0,FG%,0.5536159600997506
54.0,FG%,0.6159600997506234
53.0,FG%,0.511221945137157
52.0,FG%,0.4588528678304239
51.0,FG%,0.34663341645885276
50.0,FG%,0.8403990024937654
49.0,FG%,0.2867830423940149
48.0,FG%,0.538653366583541
47.0,FG%,0.40149625935162087
46.0,FG%,0.8952618453865335
45.0,FG%,0.56857855361596
44.0,FG%,0.7231920199501245
43.0,FG%,0.538653366583541
42.0,FG%,0.40149625935162087
41.0,FG%,0.7605985037406482
40.0,FG%,0.4987531172069824
39.0,FG%,0.6034912718204488
38.0,FG%,0.47880299251870306
37.0,FG%,0.598503740648379
36.0,FG%,0.7556109725685783
35.0,FG%,0.2942643391521197
34.0,FG%,0.34912718204488763
32.0,FG%,0.30423940149625933
30.0,FG%,0.4763092269326682
29.0,FG%,0.6084788029925187
28.0,FG%,0.6708229426433915
27.0,FG%,0.46384039900249374
26.0,FG%,0.538653366583541
25.0,FG%,0.36907730673316697
24.0,FG%,0.6259351620947631
23.0,FG%,0.47132169576059846
22.0,FG%,0.648379052369077
21.0,FG%,0.5236907730673316
20.0,FG%,0.37157107231920217
19.0,FG%,0.3266832917705734
18.0,FG%,0.541147132169576
17.0,FG%,0.6533665835411471
16.0,FG%,0.6134663341645885
15.0,FG%,0.7780548628428926
14.0,FG%,0.46384039900249374
13.0,FG%,0.4364089775561097
12.0,FG%,0.36658354114713204
11.0,FG%,0.43142144638403984
10.0,FG%,0.42643391521197
9.0,FG%,0.6384039900249376
7.0,FG%,0.6857855361596007
6.0,FG%,0.5536159600997506
5.0,FG%,0.6259351620947631
4.0,FG%,0.4987531172069824
3.0,FG%,0.3915211970074812
2.0,FG%,0.47132169576059846
1.0,FG%,0.8154613466334163
82.0,FG%,0.648379052369077
81.0,FG%,0.7306733167082294
80.0,FG%,0.5660847880299251
79.0,FG%,0.538653366583541
78.0,FG%,0.3241895261845385
75.0,FG%,0.6882793017456357
74.0,FG%,0.4438902743142144
73.0,FG%,0.44638403990024933
72.0,FG%,0.7481296758104736
71.0,FG%,0.25685785536159594
70.0,FG%,0.5960099750623441
69.0,FG%,0.538653366583541
68.0,FG%,0.5162094763092268
67.0,FG%,0.5137157107231919
66.0,FG%,0.538653366583541
65.0,FG%,0.48628428927680784
64.0,FG%,0.6259351620947631
63.0,FG%,0.47132169576059846
61.0,FG%,0.7107231920199499
60.0,FG%,0.598503740648379
59.0,FG%,0.648379052369077
58.0,FG%,0.5361596009975061
57.0,FG%,0.511221945137157
55.0,FG%,0.56857855361596
54.0,FG%,0.41396508728179543
53.0,FG%,0.8578553615960098
52.0,FG%,0.648379052369077
51.0,FG%,0.5037406483790522
50.0,FG%,0.4763092269326682
49.0,FG%,0.6059850374064838
48.0,FG%,0.3566084788029924
47.0,FG%,0.5261845386533665
46.0,FG%,0.6508728179551122
45.0,FG%,0.37157107231920217
44.0,FG%,0.7630922693266831
43.0,FG%,0.40897755610972564
42.0,FG%,0.3640897755610971
41.0,FG%,0.6982543640897753
40.0,FG%,0.6359102244389024
39.0,FG%,0.4189526184538653
38.0,FG%,0.508728179551122
37.0,FG%,0.9451371571072319
36.0,FG%,0.508728179551122
35.0,FG%,0.25935162094763087
34.0,FG%,0.4189526184538653
33.0,FG%,0.6633416458852868
32.0,FG%,0.35162094763092255
31.0,FG%,0.44638403990024933
30.0,FG%,0.6932668329177057
29.0,FG%,0.4987531172069824
28.0,FG%,0.4114713216957605
27.0,FG%,0.41396508728179543
26.0,FG%,0.6209476309226932
25.0,FG%,0.4413965087281795
24.0,FG%,0.3940149625935161
23.0,FG%,0.745635910224439
22.0,FG%,0.541147132169576
21.0,FG%,0.6234413965087281
20.0,FG%,0.541147132169576
19.0,FG%,0.765586034912718
18.0,FG%,0.4214463840399002
17.0,FG%,0.538653366583541
16.0,FG%,0.16209476309226933
15.0,FG%,0.6034912718204488
14.0,FG%,0.7256857855361594
13.0,FG%,0.3216957605985036
12.0,FG%,0.7855361596009973
11.0,FG%,0.5810473815461346
10.0,FG%,0.508728179551122
9.0,FG%,0.5361596009975061
8.0,FG%,0.5236907730673316
7.0,FG%,0.5137157107231919
6.0,FG%,0.38403990024937673
5.0,FG%,0.4189526184538653
4.0,FG%,0.6334164588528678
3.0,FG%,0.47132169576059846
2.0,FG%,0.5536159600997506
1.0,FG%,0.541147132169576
82.0,FG%,0.4438902743142144
81.0,FG%,0.6857855361596007
80.0,FG%,0.7281795511221942
79.0,FG%,0.8902743142144638
78.0,FG%,0.5187032418952617
77.0,FG%,0.6708229426433915
76.0,FG%,0.7630922693266831
75.0,FG%,0.8354114713216956
74.0,FG%,0.6658354114713217
73.0,FG%,0.7830423940149627
72.0,FG%,0.5835411471321695
71.0,FG%,0.4763092269326682
70.0,FG%,0.4763092269326682
69.0,FG%,0.6184538653366584
68.0,FG%,0.37655860349127174
67.0,FG%,0.7755610972568576
66.0,FG%,0.8204488778054861
65.0,FG%,0.648379052369077
64.0,FG%,0.5536159600997506
63.0,FG%,0.6359102244389024
62.0,FG%,0.5810473815461346
61.0,FG%,0.541147132169576
60.0,FG%,0.7032418952618454
59.0,FG%,0.7082294264339153
58.0,FG%,0.5536159600997506
57.0,FG%,0.7182044887780549
56.0,FG%,0.5236907730673316
55.0,FG%,0.8603491271820448
54.0,FG%,0.5935162094763091
53.0,FG%,0.44638403990024933
52.0,FG%,0.7905236907730672
51.0,FG%,0.4738154613466334
50.0,FG%,0.6708229426433915
49.0,FG%,0.5261845386533665
48.0,FG%,0.4189526184538653
47.0,FG%,0.6209476309226932
46.0,FG%,0.5960099750623441
45.0,FG%,0.4438902743142144
44.0,FG%,0.6359102244389024
43.0,FG%,0.4189526184538653
42.0,FG%,0.49376558603491255
41.0,FG%,0.56857855361596
40.0,FG%,0.49376558603491255
39.0,FG%,0.46384039900249374
38.0,FG%,0.6857855361596007
37.0,FG%,0.7630922693266831
36.0,FG%,0.822942643391521
35.0,FG%,0.6583541147132169
34.0,FG%,0.9600997506234411
33.0,FG%,0.6932668329177057
32.0,FG%,0.5536159600997506
31.0,FG%,0.5187032418952617
30.0,FG%,0.6608478802992516
29.0,FG%,0.5860349127182044
28.0,FG%,0.4763092269326682
27.0,FG%,0.600997506234414
26.0,FG%,0.5860349127182044
25.0,FG%,0.7730673316708228
24.0,FG%,0.4763092269326682
23.0,FG%,0.7132169576059848
22.0,FG%,0.7705735660847881
21.0,FG%,0.7406483790523689
20.0,FG%,0.5536159600997506
19.0,FG%,0.5935162094763091
18.0,FG%,0.6259351620947631
17.0,FG%,0.3965087281795513
16.0,FG%,0.7306733167082294
15.0,FG%,0.6458852867830424
14.0,FG%,0.3192019950124688
13.0,FG%,0.648379052369077
12.0,FG%,0.7406483790523689
11.0,FG%,0.6234413965087281
10.0,FG%,0.6184538653366584
9.0,FG%,0.2693266832917705
8.0,FG%,0.31421446384039897
7.0,FG%,0.2319201995012468
6.0,FG%,0.6932668329177057
5.0,FG%,0.7531172069825435
4.0,FG%,0.6109725685785535
3.0,FG%,0.481296758104738
2.0,FG%,0.7182044887780549
1.0,FG%,0.541147132169576
82.0,FG%,0.56857855361596
81.0,FG%,0.5660847880299251
80.0,FG%,0.655860349127182
79.0,FG%,0.765586034912718
78.0,FG%,0.4962593516209475
77.0,FG%,0.4613466334164588
76.0,FG%,0.4114713216957605
75.0,FG%,0.6758104738154611
74.0,FG%,0.7830423940149627
73.0,FG%,0.6284289276807979
72.0,FG%,0.85286783042394
71.0,FG%,0.8279301745635909
70.0,FG%,0.3865336658354114
69.0,FG%,0.6857855361596007
68.0,FG%,0.683291770573566
67.0,FG%,0.5286783042394014
66.0,FG%,0.538653366583541
65.0,FG%,0.5935162094763091
64.0,FG%,0.7406483790523689
63.0,FG%,0.7531172069825435
62.0,FG%,0.7157107231920197
61.0,FG%,0.5660847880299251
60.0,FG%,0.8129675810473814
59.0,FG%,0.6957605985037407
58.0,FG%,0.5835411471321695
57.0,FG%,0.56857855361596
56.0,FG%,0.6109725685785535
55.0,FG%,0.598503740648379
54.0,FG%,0.7556109725685783
53.0,FG%,0.5536159600997506
52.0,FG%,0.5660847880299251
51.0,FG%,0.34413965087281784
50.0,FG%,0.56857855361596
49.0,FG%,0.745635910224439
48.0,FG%,0.6633416458852868
47.0,FG%,0.6932668329177057
46.0,FG%,0.39900249376558594
45.0,FG%,0.45635910224438897
44.0,FG%,0.4513715710723192
43.0,FG%,0.8703241895261844
42.0,FG%,0.538653366583541
41.0,FG%,0.5860349127182044
40.0,FG%,0.5037406483790522
39.0,FG%,0.7605985037406482
38.0,FG%,0.4513715710723192
37.0,FG%,0.48628428927680784
36.0,FG%,0.7032418952618454
35.0,FG%,0.5960099750623441
34.0,FG%,0.5261845386533665
33.0,FG%,0.339152119700748
32.0,FG%,0.5835411471321695
31.0,FG%,0.6433915211970075
30.0,FG%,0.7032418952618454
29.0,FG%,0.48877805486284276
28.0,FG%,0.7605985037406482
27.0,FG%,0.655860349127182
26.0,FG%,0.8154613466334163
25.0,FG%,0.4738154613466334
24.0,FG%,0.44887780548628425
23.0,FG%,0.4389027431421446
22.0,FG%,0.6957605985037407
21.0,FG%,0.5261845386533665
20.0,FG%,0.7306733167082294
19.0,FG%,0.44638403990024933
18.0,FG%,0.3092269326683292
17.0,FG%,0.6982543640897753
16.0,FG%,0.6334164588528678
15.0,FG%,0.655860349127182
14.0,FG%,0.5810473815461346
13.0,FG%,0.4513715710723192
12.0,FG%,0.4538653366583541
11.0,FG%,0.48628428927680784
10.0,FG%,0.8079800498753116
9.0,FG%,0.5860349127182044
8.0,FG%,0.6733167082294261
7.0,FG%,0.6633416458852868
6.0,FG%,0.600997506234414
5.0,FG%,0.339152119700748
4.0,FG%,0.5062344139650872
3.0,FG%,0.7630922693266831
2.0,FG%,0.508728179551122
1.0,FG%,0.7032418952618454
82.0,FG%,0.7705735660847881
81.0,FG%,0.6783042394014963
80.0,FG%,0.538653366583541
79.0,FG%,0.7805486284289275
78.0,FG%,0.5062344139650872
77.0,FG%,0.6134663341645885
76.0,FG%,0.6284289276807979
75.0,FG%,0.4364089775561097
74.0,FG%,0.5536159600997506
73.0,FG%,0.5660847880299251
72.0,FG%,0.5261845386533665
71.0,FG%,0.5162094763092268
70.0,FG%,0.6084788029925187
69.0,FG%,0.683291770573566
68.0,FG%,0.7481296758104736
67.0,FG%,0.7231920199501245
66.0,FG%,0.7630922693266831
65.0,FG%,0.8728179551122194
64.0,FG%,0.6982543640897753
63.0,FG%,0.5286783042394014
62.0,FG%,0.36907730673316697
61.0,FG%,0.6284289276807979
60.0,FG%,0.5835411471321695
59.0,FG%,0.6384039900249376
58.0,FG%,0.6433915211970075
57.0,FG%,0.7680798004987529
56.0,FG%,0.5910224438902743
55.0,FG%,0.6733167082294261
54.0,FG%,0.5660847880299251
53.0,FG%,0.4413965087281795
52.0,FG%,0.598503740648379
51.0,FG%,0.4588528678304239
50.0,FG%,0.5137157107231919
49.0,FG%,0.7556109725685783
48.0,FG%,0.4364089775561097
47.0,FG%,0.17955112219451358
46.0,FG%,0.4239401496259351
45.0,FG%,0.822942643391521
44.0,FG%,0.6309226932668329
43.0,FG%,0.4114713216957605
42.0,FG%,0.4763092269326682
41.0,FG%,0.4912718204488777
40.0,FG%,0.6733167082294261
39.0,FG%,0.4513715710723192
38.0,FG%,0.5910224438902743
37.0,FG%,0.6957605985037407
36.0,FG%,0.6658354114713217
35.0,FG%,0.7730673316708228
34.0,FG%,0.683291770573566
33.0,FG%,0.40149625935162087
32.0,FG%,0.7830423940149627
31.0,FG%,0.6807980049875312
30.0,FG%,0.541147132169576
29.0,FG%,0.5810473815461346
28.0,FG%,0.1645885286783041
27.0,FG%,0.538653366583541
26.0,FG%,0.7206982543640899
25.0,FG%,0.4513715710723192
24.0,FG%,0.5261845386533665
23.0,FG%,0.3591022443890273
22.0,FG%,0.6209476309226932
21.0,FG%,0.6882793017456357
20.0,FG%,0.46633416458852867
19.0,FG%,0.8578553615960098
18.0,FG%,0.7157107231920197
17.0,FG%,0.5536159600997506
16.0,FG%,0.32917705735660835
15.0,FG%,0.6259351620947631
14.0,FG%,0.6608478802992516
13.0,FG%,0.5536159600997506
12.0,FG%,0.5261845386533665
11.0,FG%,0.4114713216957605
10.0,FG%,0.6758104738154611
9.0,FG%,0.6034912718204488
8.0,FG%,0.43142144638403984
7.0,FG%,0.6932668329177057
6.0,FG%,0.4389027431421446
5.0,FG%,0.538653366583541
4.0,FG%,0.48877805486284276
3.0,FG%,0.5536159600997506
2.0,FG%,0.35162094763092255
1.0,FG%,0.49376558603491255
82.0,FG%,0.5536159600997506
81.0,FG%,0.2992518703241895
80.0,FG%,0.6408977556109725
79.0,FG%,0.4189526184538653
78.0,FG%,0.6334164588528678
77.0,FG%,0.5536159600997506
76.0,FG%,0.4837905236907729
75.0,FG%,0.6259351620947631
74.0,FG%,0.4962593516209475
73.0,FG%,0.46633416458852867
72.0,FG%,0.5860349127182044
70.0,FG%,0.7581047381546135
69.0,FG%,0.47132169576059846
68.0,FG%,0.6683291770573566
67.0,FG%,0.46633416458852867
66.0,FG%,0.6309226932668329
65.0,FG%,0.6309226932668329
64.0,FG%,0.7605985037406482
63.0,FG%,0.538653366583541
62.0,FG%,0.56857855361596
61.0,FG%,0.6309226932668329
60.0,FG%,0.4364089775561097
59.0,FG%,0.4987531172069824
58.0,FG%,0.5286783042394014
57.0,FG%,0.648379052369077
56.0,FG%,0.6508728179551122
55.0,FG%,0.5536159600997506
54.0,FG%,0.6109725685785535
53.0,FG%,0.5536159600997506
52.0,FG%,0.56857855361596
51.0,FG%,0.4413965087281795
50.0,FG%,0.43142144638403984
49.0,FG%,0.5261845386533665
47.0,FG%,0.8728179551122194
46.0,FG%,0.541147132169576
45.0,FG%,0.5187032418952617
44.0,FG%,0.6608478802992516
42.0,FG%,0.5236907730673316
41.0,FG%,0.5960099750623441
40.0,FG%,0.43391521197007477
38.0,FG%,0.6408977556109725
37.0,FG%,0.6882793017456357
36.0,FG%,0.6932668329177057
35.0,FG%,0.56857855361596
34.0,FG%,0.56857855361596
33.0,FG%,0.6259351620947631
32.0,FG%,0.42643391521197
30.0,FG%,0.6658354114713217
29.0,FG%,0.8279301745635909
28.0,FG%,0.18204488778054864
27.0,FG%,0.5137157107231919
26.0,FG%,0.3640897755610971
25.0,FG%,0.7306733167082294
24.0,FG%,0.3940149625935161
23.0,FG%,0.5162094763092268
22.0,FG%,0.5810473815461346
21.0,FG%,0.9276807980049875
20.0,FG%,0.5785536159600997
19.0,FG%,0.5935162094763091
18.0,FG%,0.5810473815461346
17.0,FG%,0.37655860349127174
16.0,FG%,0.5660847880299251
15.0,FG%,0.49376558603491255
14.0,FG%,0.541147132169576
13.0,FG%,0.7531172069825435
12.0,FG%,0.5311720698254363
11.0,FG%,0.6758104738154611
10.0,FG%,1.0
9.0,FG%,0.541147132169576
8.0,FG%,0.44638403990024933
7.0,FG%,0.7157107231920197
6.0,FG%,0.3640897755610971
5.0,FG%,0.6807980049875312
4.0,FG%,0.7406483790523689
3.0,FG%,0.5536159600997506
2.0,FG%,0.6433915211970075
1.0,FG%,0.6284289276807979
82.0,FG%,0.5810473815461346
81.0,FG%,0.4738154613466334
80.0,FG%,0.6957605985037407
78.0,FG%,0.6184538653366584
76.0,FG%,0.37157107231920217
75.0,FG%,0.538653366583541
74.0,FG%,0.6334164588528678
73.0,FG%,0.6334164588528678
72.0,FG%,0.5810473815461346
71.0,FG%,0.5935162094763091
70.0,FG%,0.4588528678304239
69.0,FG%,0.6608478802992516
68.0,FG%,0.5311720698254363
67.0,FG%,0.6857855361596007
66.0,FG%,0.538653366583541
65.0,FG%,0.5236907730673316
64.0,FG%,0.5835411471321695
63.0,FG%,0.4214463840399002
61.0,FG%,0.5536159600997506
60.0,FG%,0.42643391521197
59.0,FG%,0.5361596009975061
58.0,FG%,0.42643391521197
57.0,FG%,0.6209476309226932
56.0,FG%,0.40897755610972564
55.0,FG%,0.48628428927680784
54.0,FG%,0.6458852867830424
53.0,FG%,0.6458852867830424
52.0,FG%,0.6608478802992516
51.0,FG%,0.20698254364089766
50.0,FG%,0.4613466334164588
49.0,FG%,0.4438902743142144
48.0,FG%,0.6234413965087281
47.0,FG%,0.41645885286783035
46.0,FG%,0.6184538653366584
45.0,FG%,0.6234413965087281
44.0,FG%,0.4189526184538653
43.0,FG%,0.481296758104738
41.0,FG%,0.4189526184538653
40.0,FG%,0.4738154613466334
39.0,FG%,0.7780548628428926
38.0,FG%,0.22443890274314204
37.0,FG%,0.5012468827930173
36.0,FG%,0.85286783042394
35.0,FG%,0.6134663341645885
34.0,FG%,0.6134663341645885
33.0,FG%,0.6334164588528678
32.0,FG%,0.5536159600997506
31.0,FG%,0.5012468827930173
30.0,FG%,0.6059850374064838
29.0,FG%,0.8204488778054861
27.0,FG%,0.3915211970074812
26.0,FG%,0.3890274314214463
25.0,FG%,0.56857855361596
24.0,FG%,0.7306733167082294
23.0,FG%,0.571072319201995
22.0,FG%,0.7082294264339153
21.0,FG%,0.37157107231920217
20.0,FG%,0.655860349127182
19.0,FG%,0.48877805486284276
18.0,FG%,0.6758104738154611
17.0,FG%,0.6807980049875312
16.0,FG%,0.5137157107231919
14.0,FG%,0.3865336658354114
13.0,FG%,0.4438902743142144
12.0,FG%,0.34912718204488763
11.0,FG%,0.4763092269326682
10.0,FG%,0.7805486284289275
9.0,FG%,0.541147132169576
7.0,FG%,0.7231920199501245
6.0,FG%,0.4588528678304239
5.0,FG%,0.7406483790523689
4.0,FG%,0.648379052369077
2.0,FG%,0.5536159600997506
1.0,FG%,0.46633416458852867
82.0,FG%,0.3865336658354114
81.0,FG%,0.6882793017456357
80.0,FG%,0.3940149625935161
79.0,FG%,0.56857855361596
78.0,FG%,0.6857855361596007
76.0,FG%,0.47132169576059846
75.0,FG%,0.85286783042394
73.0,FG%,0.5835411471321695
72.0,FG%,0.822942643391521
71.0,FG%,0.25685785536159594
70.0,FG%,0.3192019950124688
68.0,FG%,0.5062344139650872
67.0,FG%,0.47132169576059846
66.0,FG%,0.4189526184538653
64.0,FG%,0.5236907730673316
63.0,FG%,0.4214463840399002
61.0,FG%,0.4189526184538653
60.0,FG%,0.5236907730673316
56.0,FG%,0.3890274314214463
55.0,FG%,0.4189526184538653
54.0,FG%,0.5137157107231919
53.0,FG%,0.5810473815461346
52.0,FG%,0.481296758104738
51.0,FG%,0.47880299251870306
50.0,FG%,0.56857855361596
49.0,FG%,0.511221945137157
48.0,FG%,0.481296758104738
47.0,FG%,0.3865336658354114
46.0,FG%,0.6783042394014963
44.0,FG%,0.4837905236907729
43.0,FG%,0.5810473815461346
42.0,FG%,0.7381546134663339
41.0,FG%,0.37655860349127174
40.0,FG%,0.538653366583541
39.0,FG%,0.44638403990024933
38.0,FG%,0.6458852867830424
35.0,FG%,0.8079800498753116
34.0,FG%,0.538653366583541
30.0,FG%,0.8304239401496258
29.0,FG%,0.5660847880299251
28.0,FG%,0.4837905236907729
27.0,FG%,0.4588528678304239
26.0,FG%,0.4912718204488777
24.0,FG%,0.3241895261845385
23.0,FG%,0.44887780548628425
21.0,FG%,0.541147132169576
20.0,FG%,0.7032418952618454
17.0,FG%,0.5660847880299251
16.0,FG%,0.7306733167082294
14.0,FG%,0.6334164588528678
13.0,FG%,0.2793017456359102
11.0,FG%,0.5660847880299251
9.0,FG%,0.45635910224438897
8.0,FG%,0.7406483790523689
7.0,FG%,0.44638403990024933
6.0,FG%,0.5236907730673316
5.0,FG%,0.43142144638403984
4.0,FG%,0.46633416458852867
2.0,FG%,0.5162094763092268
80.0,FG%,0.3865336658354114
79.0,FG%,0.4189526184538653
78.0,FG%,0.3591022443890273
75.0,FG%,0.5286783042394014
74.0,FG%,0.5810473815461346
71.0,FG%,0.339152119700748
68.0,FG%,0.5261845386533665
