G,variable,value
13.0,3P,9.0
12.0,3P,3.0
11.0,3P,4.0
10.0,3P,6.0
9.0,3P,7.0
8.0,3P,4.0
7.0,3P,3.0
6.0,3P,5.0
5.0,3P,4.0
4.0,3P,4.0
3.0,3P,8.0
2.0,3P,5.0
1.0,3P,6.0
66.0,3P,8.0
65.0,3P,4.0
64.0,3P,5.0
63.0,3P,3.0
62.0,3P,11.0
61.0,3P,5.0
60.0,3P,5.0
59.0,3P,4.0
58.0,3P,3.0
57.0,3P,9.0
56.0,3P,7.0
55.0,3P,9.0
54.0,3P,5.0
53.0,3P,4.0
52.0,3P,5.0
51.0,3P,4.0
50.0,3P,4.0
49.0,3P,2.0
48.0,3P,3.0
47.0,3P,4.0
46.0,3P,7.0
45.0,3P,6.0
44.0,3P,3.0
43.0,3P,6.0
42.0,3P,6.0
41.0,3P,5.0
40.0,3P,6.0
39.0,3P,8.0
38.0,3P,0.0
37.0,3P,4.0
36.0,3P,7.0
35.0,3P,4.0
34.0,3P,3.0
33.0,3P,7.0
32.0,3P,7.0
31.0,3P,7.0
30.0,3P,6.0
29.0,3P,3.0
28.0,3P,1.0
27.0,3P,3.0
26.0,3P,3.0
25.0,3P,6.0
24.0,3P,4.0
23.0,3P,7.0
22.0,3P,10.0
21.0,3P,12.0
20.0,3P,5.0
19.0,3P,5.0
18.0,3P,6.0
17.0,3P,10.0
16.0,3P,2.0
15.0,3P,5.0
14.0,3P,4.0
13.0,3P,6.0
12.0,3P,6.0
11.0,3P,5.0
10.0,3P,6.0
9.0,3P,4.0
8.0,3P,5.0
7.0,3P,6.0
6.0,3P,10.0
5.0,3P,5.0
4.0,3P,7.0
3.0,3P,7.0
2.0,3P,12.0
1.0,3P,2.0
82.0,3P,8.0
81.0,3P,2.0
80.0,3P,6.0
79.0,3P,1.0
78.0,3P,2.0
77.0,3P,4.0
76.0,3P,7.0
75.0,3P,6.0
74.0,3P,2.0
73.0,3P,4.0
72.0,3P,4.0
71.0,3P,3.0
70.0,3P,7.0
69.0,3P,1.0
68.0,3P,3.0
67.0,3P,1.0
66.0,3P,6.0
65.0,3P,2.0
64.0,3P,2.0
63.0,3P,3.0
62.0,3P,6.0
61.0,3P,5.0
60.0,3P,7.0
59.0,3P,4.0
58.0,3P,7.0
57.0,3P,4.0
56.0,3P,3.0
55.0,3P,7.0
54.0,3P,2.0
53.0,3P,4.0
52.0,3P,5.0
51.0,3P,5.0
50.0,3P,3.0
49.0,3P,6.0
48.0,3P,4.0
47.0,3P,9.0
46.0,3P,2.0
45.0,3P,5.0
44.0,3P,11.0
43.0,3P,4.0
42.0,3P,9.0
41.0,3P,4.0
40.0,3P,3.0
39.0,3P,8.0
38.0,3P,12.0
37.0,3P,5.0
36.0,3P,5.0
35.0,3P,11.0
34.0,3P,5.0
33.0,3P,5.0
32.0,3P,6.0
31.0,3P,3.0
30.0,3P,6.0
29.0,3P,6.0
28.0,3P,4.0
27.0,3P,6.0
26.0,3P,3.0
25.0,3P,6.0
24.0,3P,7.0
23.0,3P,8.0
22.0,3P,7.0
21.0,3P,4.0
20.0,3P,3.0
19.0,3P,1.0
18.0,3P,6.0
17.0,3P,5.0
16.0,3P,4.0
15.0,3P,5.0
14.0,3P,5.0
13.0,3P,5.0
12.0,3P,1.0
11.0,3P,8.0
10.0,3P,7.0
9.0,3P,9.0
8.0,3P,4.0
7.0,3P,4.0
6.0,3P,4.0
5.0,3P,4.0
4.0,3P,7.0
3.0,3P,5.0
2.0,3P,3.0
1.0,3P,8.0
82.0,3P,8.0
81.0,3P,5.0
80.0,3P,4.0
79.0,3P,9.0
78.0,3P,7.0
77.0,3P,7.0
76.0,3P,8.0
75.0,3P,4.0
74.0,3P,3.0
73.0,3P,1.0
72.0,3P,3.0
71.0,3P,4.0
70.0,3P,6.0
69.0,3P,5.0
68.0,3P,10.0
67.0,3P,7.0
66.0,3P,7.0
65.0,3P,6.0
64.0,3P,8.0
63.0,3P,6.0
62.0,3P,5.0
61.0,3P,5.0
60.0,3P,4.0
59.0,3P,10.0
58.0,3P,9.0
57.0,3P,3.0
56.0,3P,6.0
55.0,3P,5.0
54.0,3P,2.0
53.0,3P,6.0
52.0,3P,5.0
51.0,3P,9.0
50.0,3P,1.0
49.0,3P,5.0
48.0,3P,5.0
47.0,3P,6.0
46.0,3P,3.0
45.0,3P,6.0
44.0,3P,3.0
43.0,3P,12.0
42.0,3P,4.0
41.0,3P,6.0
40.0,3P,5.0
39.0,3P,4.0
38.0,3P,4.0
37.0,3P,6.0
36.0,3P,10.0
35.0,3P,11.0
34.0,3P,9.0
33.0,3P,7.0
32.0,3P,6.0
31.0,3P,6.0
30.0,3P,5.0
29.0,3P,1.0
28.0,3P,4.0
27.0,3P,6.0
26.0,3P,9.0
25.0,3P,5.0
24.0,3P,10.0
23.0,3P,8.0
22.0,3P,4.0
21.0,3P,6.0
20.0,3P,9.0
19.0,3P,4.0
18.0,3P,10.0
17.0,3P,5.0
16.0,3P,7.0
15.0,3P,7.0
14.0,3P,10.0
13.0,3P,2.0
12.0,3P,8.0
11.0,3P,3.0
10.0,3P,1.0
9.0,3P,7.0
8.0,3P,1.0
7.0,3P,4.0
6.0,3P,5.0
5.0,3P,14.0
4.0,3P,6.0
3.0,3P,12.0
2.0,3P,11.0
1.0,3P,9.0
82.0,3P,10.0
81.0,3P,9.0
80.0,3P,5.0
79.0,3P,9.0
78.0,3P,5.0
77.0,3P,6.0
76.0,3P,11.0
75.0,3P,8.0
74.0,3P,9.0
73.0,3P,4.0
72.0,3P,7.0
71.0,3P,7.0
70.0,3P,3.0
69.0,3P,6.0
68.0,3P,11.0
67.0,3P,1.0
66.0,3P,7.0
65.0,3P,8.0
64.0,3P,2.0
63.0,3P,6.0
62.0,3P,8.0
61.0,3P,2.0
60.0,3P,10.0
59.0,3P,7.0
58.0,3P,14.0
57.0,3P,8.0
56.0,3P,4.0
55.0,3P,3.0
54.0,3P,2.0
53.0,3P,3.0
52.0,3P,7.0
51.0,3P,8.0
50.0,3P,4.0
49.0,3P,5.0
48.0,3P,4.0
47.0,3P,9.0
46.0,3P,16.0
45.0,3P,0.0
44.0,3P,15.0
43.0,3P,5.0
42.0,3P,10.0
41.0,3P,12.0
40.0,3P,10.0
39.0,3P,10.0
38.0,3P,5.0
37.0,3P,6.0
36.0,3P,6.0
35.0,3P,6.0
34.0,3P,12.0
33.0,3P,3.0
32.0,3P,6.0
31.0,3P,6.0
30.0,3P,5.0
29.0,3P,7.0
28.0,3P,10.0
27.0,3P,12.0
26.0,3P,2.0
25.0,3P,3.0
24.0,3P,6.0
23.0,3P,8.0
22.0,3P,13.0
21.0,3P,3.0
20.0,3P,8.0
19.0,3P,6.0
18.0,3P,2.0
17.0,3P,6.0
16.0,3P,5.0
15.0,3P,10.0
14.0,3P,4.0
13.0,3P,7.0
12.0,3P,5.0
11.0,3P,8.0
10.0,3P,10.0
9.0,3P,5.0
8.0,3P,6.0
7.0,3P,4.0
6.0,3P,4.0
5.0,3P,7.0
4.0,3P,3.0
3.0,3P,4.0
2.0,3P,2.0
1.0,3P,3.0
82.0,3P,8.0
81.0,3P,7.0
80.0,3P,5.0
79.0,3P,10.0
78.0,3P,13.0
77.0,3P,7.0
76.0,3P,6.0
75.0,3P,6.0
74.0,3P,14.0
73.0,3P,7.0
72.0,3P,4.0
71.0,3P,5.0
70.0,3P,7.0
69.0,3P,7.0
68.0,3P,4.0
67.0,3P,3.0
66.0,3P,3.0
65.0,3P,4.0
64.0,3P,3.0
63.0,3P,5.0
62.0,3P,9.0
61.0,3P,15.0
60.0,3P,6.0
59.0,3P,3.0
58.0,3P,7.0
57.0,3P,9.0
56.0,3P,4.0
55.0,3P,8.0
54.0,3P,14.0
53.0,3P,4.0
52.0,3P,11.0
51.0,3P,11.0
50.0,3P,7.0
49.0,3P,10.0
48.0,3P,9.0
47.0,3P,6.0
46.0,3P,8.0
45.0,3P,9.0
44.0,3P,5.0
43.0,3P,10.0
42.0,3P,7.0
41.0,3P,4.0
40.0,3P,7.0
39.0,3P,4.0
38.0,3P,14.0
37.0,3P,7.0
36.0,3P,5.0
35.0,3P,9.0
34.0,3P,5.0
33.0,3P,4.0
32.0,3P,4.0
31.0,3P,6.0
30.0,3P,4.0
29.0,3P,7.0
28.0,3P,10.0
27.0,3P,9.0
26.0,3P,11.0
25.0,3P,8.0
24.0,3P,12.0
23.0,3P,4.0
22.0,3P,7.0
21.0,3P,8.0
20.0,3P,6.0
19.0,3P,7.0
18.0,3P,9.0
17.0,3P,10.0
16.0,3P,2.0
15.0,3P,10.0
14.0,3P,12.0
13.0,3P,10.0
12.0,3P,6.0
11.0,3P,8.0
10.0,3P,7.0
9.0,3P,4.0
8.0,3P,5.0
7.0,3P,3.0
6.0,3P,6.0
5.0,3P,10.0
4.0,3P,6.0
3.0,3P,7.0
2.0,3P,12.0
1.0,3P,7.0
82.0,3P,6.0
81.0,3P,6.0
80.0,3P,2.0
79.0,3P,6.0
78.0,3P,8.0
77.0,3P,8.0
76.0,3P,6.0
75.0,3P,8.0
74.0,3P,4.0
73.0,3P,2.0
72.0,3P,3.0
71.0,3P,2.0
70.0,3P,3.0
69.0,3P,6.0
68.0,3P,2.0
67.0,3P,8.0
66.0,3P,4.0
65.0,3P,10.0
64.0,3P,6.0
63.0,3P,6.0
62.0,3P,4.0
61.0,3P,7.0
60.0,3P,1.0
59.0,3P,7.0
58.0,3P,2.0
57.0,3P,10.0
56.0,3P,3.0
55.0,3P,6.0
54.0,3P,5.0
53.0,3P,9.0
52.0,3P,10.0
51.0,3P,15.0
50.0,3P,6.0
49.0,3P,5.0
48.0,3P,7.0
47.0,3P,6.0
46.0,3P,7.0
45.0,3P,6.0
44.0,3P,3.0
43.0,3P,4.0
42.0,3P,7.0
41.0,3P,3.0
40.0,3P,3.0
39.0,3P,6.0
38.0,3P,5.0
37.0,3P,9.0
36.0,3P,3.0
35.0,3P,6.0
34.0,3P,1.0
33.0,3P,4.0
32.0,3P,9.0
31.0,3P,5.0
30.0,3P,2.0
29.0,3P,4.0
28.0,3P,5.0
27.0,3P,7.0
26.0,3P,4.0
25.0,3P,5.0
24.0,3P,6.0
23.0,3P,5.0
22.0,3P,10.0
21.0,3P,6.0
20.0,3P,6.0
19.0,3P,4.0
18.0,3P,9.0
17.0,3P,8.0
16.0,3P,1.0
15.0,3P,5.0
14.0,3P,10.0
13.0,3P,5.0
12.0,3P,4.0
11.0,3P,4.0
10.0,3P,6.0
9.0,3P,12.0
8.0,3P,8.0
7.0,3P,7.0
6.0,3P,6.0
5.0,3P,6.0
4.0,3P,7.0
3.0,3P,11.0
2.0,3P,5.0
1.0,3P,3.0
82.0,3P,4.0
81.0,3P,5.0
80.0,3P,5.0
79.0,3P,1.0
78.0,3P,7.0
77.0,3P,2.0
76.0,3P,9.0
75.0,3P,5.0
74.0,3P,12.0
73.0,3P,3.0
72.0,3P,7.0
71.0,3P,8.0
70.0,3P,11.0
69.0,3P,9.0
68.0,3P,5.0
67.0,3P,3.0
66.0,3P,2.0
65.0,3P,8.0
64.0,3P,10.0
63.0,3P,5.0
62.0,3P,5.0
61.0,3P,7.0
60.0,3P,8.0
59.0,3P,4.0
58.0,3P,7.0
57.0,3P,10.0
56.0,3P,5.0
55.0,3P,8.0
54.0,3P,8.0
53.0,3P,8.0
52.0,3P,2.0
51.0,3P,10.0
50.0,3P,10.0
49.0,3P,6.0
48.0,3P,5.0
47.0,3P,4.0
46.0,3P,8.0
45.0,3P,4.0
44.0,3P,5.0
43.0,3P,5.0
42.0,3P,4.0
41.0,3P,6.0
40.0,3P,4.0
39.0,3P,7.0
38.0,3P,7.0
37.0,3P,2.0
36.0,3P,11.0
35.0,3P,5.0
34.0,3P,3.0
33.0,3P,6.0
32.0,3P,6.0
31.0,3P,6.0
30.0,3P,6.0
29.0,3P,5.0
28.0,3P,11.0
27.0,3P,4.0
26.0,3P,4.0
25.0,3P,0.0
24.0,3P,4.0
23.0,3P,4.0
22.0,3P,5.0
21.0,3P,3.0
20.0,3P,6.0
19.0,3P,2.0
18.0,3P,3.0
17.0,3P,3.0
16.0,3P,3.0
15.0,3P,9.0
14.0,3P,3.0
13.0,3P,2.0
12.0,3P,4.0
11.0,3P,11.0
10.0,3P,6.0
9.0,3P,6.0
8.0,3P,6.0
7.0,3P,5.0
6.0,3P,12.0
5.0,3P,4.0
4.0,3P,7.0
3.0,3P,5.0
2.0,3P,2.0
1.0,3P,5.0
82.0,3P,10.0
81.0,3P,3.0
80.0,3P,7.0
79.0,3P,4.0
78.0,3P,7.0
77.0,3P,3.0
76.0,3P,4.0
75.0,3P,9.0
74.0,3P,7.0
73.0,3P,7.0
72.0,3P,4.0
71.0,3P,8.0
70.0,3P,5.0
69.0,3P,3.0
68.0,3P,4.0
67.0,3P,10.0
66.0,3P,8.0
65.0,3P,7.0
64.0,3P,8.0
63.0,3P,9.0
62.0,3P,2.0
61.0,3P,2.0
60.0,3P,4.0
59.0,3P,6.0
58.0,3P,5.0
57.0,3P,7.0
56.0,3P,5.0
55.0,3P,3.0
54.0,3P,5.0
53.0,3P,4.0
52.0,3P,5.0
51.0,3P,9.0
50.0,3P,4.0
49.0,3P,4.0
48.0,3P,3.0
47.0,3P,7.0
46.0,3P,7.0
45.0,3P,3.0
44.0,3P,9.0
43.0,3P,9.0
42.0,3P,10.0
41.0,3P,4.0
40.0,3P,2.0
39.0,3P,6.0
38.0,3P,3.0
37.0,3P,7.0
36.0,3P,3.0
35.0,3P,8.0
34.0,3P,6.0
33.0,3P,3.0
32.0,3P,5.0
31.0,3P,11.0
30.0,3P,6.0
29.0,3P,6.0
28.0,3P,7.0
27.0,3P,4.0
26.0,3P,6.0
25.0,3P,5.0
24.0,3P,4.0
23.0,3P,7.0
22.0,3P,6.0
21.0,3P,6.0
20.0,3P,7.0
19.0,3P,4.0
18.0,3P,1.0
17.0,3P,5.0
16.0,3P,1.0
15.0,3P,4.0
14.0,3P,3.0
13.0,3P,1.0
12.0,3P,4.0
11.0,3P,2.0
10.0,3P,6.0
9.0,3P,8.0
8.0,3P,5.0
7.0,3P,3.0
6.0,3P,5.0
5.0,3P,2.0
4.0,3P,6.0
3.0,3P,6.0
2.0,3P,4.0
1.0,3P,5.0
82.0,3P,10.0
81.0,3P,3.0
80.0,3P,9.0
79.0,3P,7.0
78.0,3P,8.0
77.0,3P,8.0
76.0,3P,5.0
75.0,3P,9.0
74.0,3P,6.0
73.0,3P,6.0
72.0,3P,5.0
71.0,3P,6.0
70.0,3P,5.0
69.0,3P,10.0
68.0,3P,8.0
67.0,3P,4.0
66.0,3P,6.0
65.0,3P,8.0
64.0,3P,6.0
63.0,3P,5.0
62.0,3P,9.0
61.0,3P,2.0
60.0,3P,3.0
59.0,3P,6.0
58.0,3P,4.0
57.0,3P,3.0
56.0,3P,7.0
55.0,3P,5.0
54.0,3P,5.0
53.0,3P,4.0
52.0,3P,9.0
51.0,3P,8.0
50.0,3P,6.0
49.0,3P,7.0
48.0,3P,2.0
47.0,3P,9.0
46.0,3P,4.0
45.0,3P,7.0
44.0,3P,7.0
43.0,3P,5.0
42.0,3P,10.0
41.0,3P,9.0
40.0,3P,8.0
39.0,3P,11.0
38.0,3P,11.0
37.0,3P,6.0
36.0,3P,9.0
35.0,3P,9.0
34.0,3P,6.0
33.0,3P,12.0
32.0,3P,10.0
31.0,3P,4.0
30.0,3P,10.0
29.0,3P,9.0
28.0,3P,8.0
27.0,3P,7.0
26.0,3P,14.0
25.0,3P,10.0
24.0,3P,3.0
23.0,3P,7.0
22.0,3P,8.0
21.0,3P,9.0
20.0,3P,10.0
19.0,3P,11.0
18.0,3P,3.0
17.0,3P,9.0
16.0,3P,12.0
15.0,3P,8.0
14.0,3P,2.0
13.0,3P,6.0
12.0,3P,6.0
11.0,3P,5.0
10.0,3P,2.0
9.0,3P,4.0
8.0,3P,8.0
7.0,3P,6.0
6.0,3P,4.0
5.0,3P,3.0
4.0,3P,2.0
3.0,3P,8.0
2.0,3P,3.0
1.0,3P,5.0
82.0,3P,2.0
81.0,3P,10.0
80.0,3P,8.0
79.0,3P,7.0
78.0,3P,9.0
77.0,3P,12.0
76.0,3P,8.0
75.0,3P,10.0
74.0,3P,14.0
73.0,3P,10.0
72.0,3P,5.0
71.0,3P,8.0
70.0,3P,6.0
69.0,3P,9.0
68.0,3P,5.0
67.0,3P,1.0
66.0,3P,3.0
65.0,3P,9.0
64.0,3P,10.0
63.0,3P,6.0
62.0,3P,10.0
61.0,3P,9.0
60.0,3P,12.0
59.0,3P,5.0
58.0,3P,7.0
57.0,3P,6.0
56.0,3P,10.0
55.0,3P,8.0
54.0,3P,14.0
53.0,3P,10.0
52.0,3P,8.0
51.0,3P,14.0
50.0,3P,7.0
49.0,3P,16.0
48.0,3P,8.0
47.0,3P,10.0
46.0,3P,8.0
45.0,3P,4.0
44.0,3P,5.0
43.0,3P,7.0
42.0,3P,12.0
41.0,3P,11.0
40.0,3P,9.0
39.0,3P,10.0
38.0,3P,7.0
37.0,3P,14.0
36.0,3P,6.0
35.0,3P,9.0
34.0,3P,9.0
33.0,3P,8.0
32.0,3P,17.0
31.0,3P,12.0
30.0,3P,4.0
29.0,3P,4.0
28.0,3P,6.0
27.0,3P,4.0
26.0,3P,14.0
25.0,3P,9.0
24.0,3P,5.0
23.0,3P,10.0
22.0,3P,14.0
21.0,3P,9.0
20.0,3P,12.0
19.0,3P,6.0
18.0,3P,7.0
17.0,3P,7.0
16.0,3P,9.0
15.0,3P,10.0
14.0,3P,7.0
13.0,3P,8.0
12.0,3P,12.0
11.0,3P,14.0
10.0,3P,8.0
9.0,3P,9.0
8.0,3P,10.0
7.0,3P,10.0
6.0,3P,14.0
5.0,3P,13.0
4.0,3P,7.0
3.0,3P,8.0
2.0,3P,7.0
1.0,3P,8.0
82.0,3P,11.0
81.0,3P,5.0
80.0,3P,12.0
79.0,3P,3.0
78.0,3P,13.0
77.0,3P,11.0
76.0,3P,10.0
75.0,3P,12.0
74.0,3P,13.0
73.0,3P,5.0
72.0,3P,6.0
71.0,3P,8.0
70.0,3P,5.0
69.0,3P,11.0
68.0,3P,11.0
67.0,3P,5.0
66.0,3P,12.0
65.0,3P,10.0
64.0,3P,14.0
63.0,3P,10.0
62.0,3P,6.0
61.0,3P,9.0
60.0,3P,14.0
59.0,3P,6.0
58.0,3P,5.0
57.0,3P,8.0
56.0,3P,11.0
55.0,3P,6.0
54.0,3P,11.0
53.0,3P,12.0
52.0,3P,5.0
51.0,3P,2.0
50.0,3P,14.0
49.0,3P,6.0
48.0,3P,6.0
47.0,3P,11.0
46.0,3P,6.0
45.0,3P,8.0
44.0,3P,8.0
43.0,3P,14.0
42.0,3P,7.0
41.0,3P,10.0
40.0,3P,10.0
39.0,3P,9.0
38.0,3P,8.0
37.0,3P,8.0
36.0,3P,11.0
35.0,3P,5.0
34.0,3P,7.0
33.0,3P,6.0
32.0,3P,6.0
31.0,3P,4.0
30.0,3P,7.0
29.0,3P,8.0
28.0,3P,9.0
27.0,3P,4.0
26.0,3P,13.0
25.0,3P,5.0
24.0,3P,7.0
23.0,3P,7.0
22.0,3P,7.0
21.0,3P,10.0
20.0,3P,7.0
19.0,3P,8.0
18.0,3P,11.0
17.0,3P,6.0
16.0,3P,6.0
15.0,3P,7.0
14.0,3P,7.0
13.0,3P,10.0
12.0,3P,10.0
11.0,3P,6.0
10.0,3P,9.0
9.0,3P,4.0
8.0,3P,17.0
7.0,3P,8.0
6.0,3P,12.0
5.0,3P,7.0
4.0,3P,12.0
3.0,3P,10.0
2.0,3P,11.0
1.0,3P,8.0
82.0,3P,9.0
81.0,3P,14.0
80.0,3P,10.0
79.0,3P,5.0
78.0,3P,10.0
77.0,3P,7.0
76.0,3P,13.0
75.0,3P,6.0
74.0,3P,3.0
73.0,3P,6.0
72.0,3P,6.0
71.0,3P,9.0
70.0,3P,8.0
69.0,3P,8.0
68.0,3P,14.0
67.0,3P,4.0
66.0,3P,7.0
65.0,3P,8.0
64.0,3P,8.0
63.0,3P,8.0
62.0,3P,10.0
61.0,3P,12.0
60.0,3P,10.0
59.0,3P,10.0
58.0,3P,10.0
57.0,3P,12.0
56.0,3P,2.0
55.0,3P,9.0
54.0,3P,6.0
53.0,3P,13.0
52.0,3P,10.0
51.0,3P,12.0
50.0,3P,11.0
49.0,3P,6.0
48.0,3P,9.0
47.0,3P,13.0
46.0,3P,8.0
45.0,3P,4.0
44.0,3P,9.0
43.0,3P,5.0
42.0,3P,4.0
41.0,3P,8.0
40.0,3P,6.0
39.0,3P,12.0
38.0,3P,3.0
37.0,3P,2.0
36.0,3P,4.0
35.0,3P,3.0
34.0,3P,5.0
33.0,3P,5.0
32.0,3P,9.0
31.0,3P,4.0
30.0,3P,2.0
29.0,3P,9.0
28.0,3P,4.0
27.0,3P,7.0
26.0,3P,4.0
25.0,3P,5.0
24.0,3P,5.0
23.0,3P,4.0
22.0,3P,4.0
21.0,3P,3.0
20.0,3P,6.0
19.0,3P,10.0
18.0,3P,10.0
17.0,3P,5.0
16.0,3P,4.0
15.0,3P,11.0
14.0,3P,9.0
13.0,3P,1.0
12.0,3P,5.0
11.0,3P,3.0
10.0,3P,5.0
9.0,3P,11.0
8.0,3P,10.0
7.0,3P,10.0
6.0,3P,5.0
5.0,3P,7.0
4.0,3P,5.0
3.0,3P,4.0
2.0,3P,8.0
1.0,3P,7.0
82.0,3P,8.0
81.0,3P,8.0
80.0,3P,5.0
79.0,3P,6.0
78.0,3P,6.0
77.0,3P,7.0
76.0,3P,6.0
75.0,3P,10.0
74.0,3P,6.0
73.0,3P,9.0
72.0,3P,2.0
71.0,3P,4.0
70.0,3P,4.0
69.0,3P,8.0
68.0,3P,4.0
67.0,3P,4.0
66.0,3P,8.0
65.0,3P,7.0
64.0,3P,5.0
63.0,3P,9.0
62.0,3P,1.0
61.0,3P,4.0
60.0,3P,6.0
59.0,3P,7.0
58.0,3P,4.0
57.0,3P,2.0
56.0,3P,4.0
55.0,3P,2.0
54.0,3P,2.0
53.0,3P,4.0
52.0,3P,4.0
51.0,3P,4.0
50.0,3P,3.0
49.0,3P,8.0
48.0,3P,2.0
47.0,3P,4.0
46.0,3P,5.0
45.0,3P,8.0
44.0,3P,5.0
43.0,3P,6.0
42.0,3P,7.0
41.0,3P,2.0
40.0,3P,2.0
39.0,3P,7.0
38.0,3P,8.0
37.0,3P,2.0
36.0,3P,2.0
35.0,3P,4.0
34.0,3P,6.0
33.0,3P,6.0
32.0,3P,2.0
31.0,3P,5.0
30.0,3P,2.0
29.0,3P,3.0
28.0,3P,5.0
27.0,3P,5.0
26.0,3P,2.0
25.0,3P,9.0
24.0,3P,3.0
23.0,3P,1.0
22.0,3P,6.0
21.0,3P,3.0
20.0,3P,5.0
19.0,3P,8.0
18.0,3P,3.0
17.0,3P,4.0
16.0,3P,2.0
15.0,3P,4.0
14.0,3P,4.0
13.0,3P,10.0
12.0,3P,3.0
11.0,3P,9.0
10.0,3P,6.0
9.0,3P,6.0
8.0,3P,6.0
7.0,3P,3.0
6.0,3P,9.0
5.0,3P,7.0
4.0,3P,6.0
3.0,3P,4.0
2.0,3P,5.0
1.0,3P,10.0
50.0,3P,12.0
49.0,3P,5.0
48.0,3P,7.0
47.0,3P,9.0
46.0,3P,10.0
45.0,3P,9.0
44.0,3P,9.0
43.0,3P,6.0
42.0,3P,8.0
41.0,3P,7.0
40.0,3P,3.0
39.0,3P,3.0
38.0,3P,3.0
37.0,3P,8.0
36.0,3P,1.0
35.0,3P,4.0
34.0,3P,8.0
33.0,3P,6.0
32.0,3P,11.0
31.0,3P,2.0
30.0,3P,6.0
29.0,3P,4.0
28.0,3P,6.0
27.0,3P,3.0
26.0,3P,4.0
25.0,3P,2.0
24.0,3P,3.0
23.0,3P,5.0
22.0,3P,3.0
21.0,3P,7.0
20.0,3P,8.0
19.0,3P,6.0
18.0,3P,8.0
17.0,3P,0.0
16.0,3P,0.0
15.0,3P,5.0
14.0,3P,5.0
13.0,3P,2.0
12.0,3P,6.0
11.0,3P,3.0
10.0,3P,10.0
9.0,3P,10.0
8.0,3P,4.0
7.0,3P,3.0
6.0,3P,5.0
5.0,3P,2.0
4.0,3P,7.0
3.0,3P,4.0
2.0,3P,3.0
1.0,3P,8.0
82.0,3P,5.0
81.0,3P,4.0
80.0,3P,8.0
79.0,3P,3.0
78.0,3P,3.0
77.0,3P,6.0
76.0,3P,8.0
75.0,3P,7.0
74.0,3P,5.0
73.0,3P,5.0
72.0,3P,5.0
71.0,3P,2.0
70.0,3P,3.0
69.0,3P,2.0
68.0,3P,7.0
67.0,3P,6.0
66.0,3P,4.0
65.0,3P,2.0
64.0,3P,1.0
63.0,3P,4.0
62.0,3P,8.0
61.0,3P,1.0
60.0,3P,2.0
59.0,3P,1.0
58.0,3P,5.0
57.0,3P,6.0
56.0,3P,6.0
55.0,3P,3.0
54.0,3P,4.0
53.0,3P,3.0
52.0,3P,1.0
51.0,3P,5.0
50.0,3P,6.0
49.0,3P,4.0
48.0,3P,3.0
47.0,3P,13.0
46.0,3P,7.0
45.0,3P,11.0
44.0,3P,8.0
43.0,3P,4.0
42.0,3P,7.0
41.0,3P,5.0
40.0,3P,4.0
39.0,3P,6.0
38.0,3P,9.0
37.0,3P,3.0
36.0,3P,4.0
35.0,3P,5.0
34.0,3P,5.0
33.0,3P,8.0
32.0,3P,6.0
31.0,3P,2.0
30.0,3P,4.0
29.0,3P,4.0
28.0,3P,4.0
27.0,3P,5.0
26.0,3P,4.0
25.0,3P,5.0
24.0,3P,4.0
23.0,3P,7.0
22.0,3P,4.0
21.0,3P,6.0
20.0,3P,4.0
19.0,3P,7.0
18.0,3P,5.0
17.0,3P,7.0
16.0,3P,7.0
15.0,3P,7.0
14.0,3P,7.0
13.0,3P,4.0
12.0,3P,6.0
11.0,3P,9.0
10.0,3P,7.0
9.0,3P,6.0
8.0,3P,7.0
7.0,3P,4.0
6.0,3P,1.0
5.0,3P,2.0
4.0,3P,6.0
3.0,3P,5.0
2.0,3P,7.0
1.0,3P,5.0
82.0,3P,8.0
81.0,3P,5.0
80.0,3P,6.0
79.0,3P,6.0
78.0,3P,9.0
77.0,3P,7.0
76.0,3P,11.0
75.0,3P,6.0
74.0,3P,5.0
73.0,3P,5.0
72.0,3P,8.0
71.0,3P,6.0
70.0,3P,3.0
69.0,3P,5.0
68.0,3P,5.0
67.0,3P,6.0
66.0,3P,11.0
65.0,3P,8.0
64.0,3P,9.0
63.0,3P,6.0
62.0,3P,8.0
61.0,3P,7.0
60.0,3P,8.0
59.0,3P,8.0
58.0,3P,5.0
57.0,3P,5.0
56.0,3P,8.0
55.0,3P,7.0
54.0,3P,7.0
53.0,3P,7.0
52.0,3P,9.0
51.0,3P,10.0
50.0,3P,3.0
49.0,3P,6.0
48.0,3P,4.0
47.0,3P,9.0
46.0,3P,9.0
45.0,3P,7.0
44.0,3P,8.0
43.0,3P,4.0
42.0,3P,8.0
41.0,3P,4.0
40.0,3P,5.0
39.0,3P,3.0
38.0,3P,8.0
37.0,3P,9.0
36.0,3P,1.0
35.0,3P,2.0
34.0,3P,6.0
33.0,3P,2.0
32.0,3P,3.0
31.0,3P,4.0
30.0,3P,3.0
29.0,3P,2.0
28.0,3P,4.0
27.0,3P,2.0
26.0,3P,2.0
25.0,3P,1.0
24.0,3P,9.0
23.0,3P,3.0
22.0,3P,1.0
21.0,3P,8.0
20.0,3P,8.0
19.0,3P,6.0
18.0,3P,5.0
17.0,3P,3.0
16.0,3P,6.0
15.0,3P,8.0
14.0,3P,2.0
13.0,3P,4.0
12.0,3P,5.0
11.0,3P,6.0
10.0,3P,10.0
9.0,3P,1.0
8.0,3P,3.0
7.0,3P,1.0
6.0,3P,11.0
