,date,reading,warning
5578,2019-11-24 00:05:00,80, Moderate
5579,2019-11-24 01:05:00,81, Moderate
5580,2019-11-24 02:05:00,73, Moderate
5581,2019-11-24 03:05:00,79, Moderate
5582,2019-11-24 04:05:00,83, Moderate
5583,2019-11-24 05:05:00,87, Moderate
5584,2019-11-24 06:05:00,76, Moderate
5585,2019-11-24 07:05:00,67, Moderate
5586,2019-11-24 08:05:00,74, Moderate
5587,2019-11-24 09:05:00,102, Unhealthy for Sensitive Groups
5588,2019-11-24 10:05:00,132, Unhealthy for Sensitive Groups
5589,2019-11-24 11:05:00,123, Unhealthy for Sensitive Groups
5590,2019-11-24 12:05:00,108, Unhealthy for Sensitive Groups
5591,2019-11-24 13:05:00,86, Moderate
5592,2019-11-24 14:05:00,96, Moderate
5593,2019-11-24 15:05:00,109, Unhealthy for Sensitive Groups
5594,2019-11-24 16:05:00,100, Moderate
5595,2019-11-24 17:05:00,87, Moderate
5596,2019-11-24 18:05:00,77, Moderate
5597,2019-11-24 19:05:00,77, Moderate
5598,2019-11-24 20:05:00,122, Unhealthy for Sensitive Groups
5599,2019-11-24 21:05:00,152, Unhealthy
5600,2019-11-24 22:05:00,161, Unhealthy
5601,2019-11-24 23:05:00,169, Unhealthy
5602,2019-11-25 00:05:00,180, Unhealthy
5603,2019-11-25 01:05:00,182, Unhealthy
5604,2019-11-25 02:05:00,182, Unhealthy
5605,2019-11-25 03:05:00,179, Unhealthy
5606,2019-11-25 04:05:00,179, Unhealthy
5607,2019-11-25 05:05:00,166, Unhealthy
5608,2019-11-25 06:05:00,159, Unhealthy
5609,2019-11-25 07:05:00,152, Unhealthy
5610,2019-11-25 08:05:00,151, Unhealthy
5611,2019-11-25 09:05:00,137, Unhealthy for Sensitive Groups
5612,2019-11-25 10:05:00,95, Moderate
5613,2019-11-25 11:05:00,76, Moderate
5614,2019-11-25 12:05:00,87, Moderate
5615,2019-11-25 13:05:00,95, Moderate
5616,2019-11-25 14:05:00,99, Moderate
5617,2019-11-25 15:05:00,82, Moderate
5618,2019-11-25 16:05:00,81, Moderate
5619,2019-11-25 17:05:00,65, Moderate
5620,2019-11-25 18:05:00,63, Moderate
5621,2019-11-25 19:05:00,75, Moderate
5622,2019-11-25 20:05:00,89, Moderate
5623,2019-11-25 21:05:00,92, Moderate
5624,2019-11-25 22:05:00,121, Unhealthy for Sensitive Groups
5625,2019-11-25 23:05:00,125, Unhealthy for Sensitive Groups
5626,2019-11-26 00:05:00,111, Unhealthy for Sensitive Groups
5627,2019-11-26 01:05:00,91, Moderate
5628,2019-11-26 02:05:00,75, Moderate
5629,2019-11-26 03:05:00,63, Moderate
5630,2019-11-26 04:05:00,56, Moderate
5631,2019-11-26 05:05:00,60, Moderate
5632,2019-11-26 06:05:00,67, Moderate
5633,2019-11-26 07:05:00,80, Moderate
5634,2019-11-26 08:05:00,93, Moderate
5635,2019-11-26 09:05:00,97, Moderate
5636,2019-11-26 10:05:00,111, Unhealthy for Sensitive Groups
5637,2019-11-26 11:05:00,85, Moderate
5638,2019-11-26 12:05:00,75, Moderate
5639,2019-11-26 13:05:00,79, Moderate
5640,2019-11-26 14:05:00,70, Moderate
5641,2019-11-26 15:05:00,87, Moderate
5642,2019-11-26 16:05:00,84, Moderate
5643,2019-11-26 17:05:00,94, Moderate
5644,2019-11-26 18:05:00,100, Moderate
5645,2019-11-26 19:05:00,100, Moderate
5646,2019-11-26 20:05:00,-999,
5647,2019-11-26 21:05:00,-999,
5648,2019-11-26 22:05:00,-999,
5649,2019-11-26 23:05:00,-999,
5650,2019-11-27 00:05:00,-999,
5651,2019-11-27 01:05:00,-999,
5652,2019-11-27 02:05:00,-999,
5653,2019-11-27 03:05:00,-999,
5654,2019-11-27 04:05:00,-999,
5655,2019-11-27 05:05:00,-999,
5656,2019-11-27 06:05:00,-999,
5657,2019-11-27 07:05:00,-999,
5658,2019-11-27 08:05:00,-999,
5659,2019-11-27 09:05:00,-999,
5660,2019-11-27 10:05:00,-999,
5661,2019-11-27 11:05:00,-999,
5662,2019-11-27 12:05:00,-999,
5663,2019-11-27 13:05:00,-999,
5664,2019-11-27 14:05:00,73, Moderate
5665,2019-11-27 15:05:00,57, Moderate
5666,2019-11-27 16:05:00,52, Moderate
5667,2019-11-27 17:05:00,54, Moderate
5668,2019-11-27 18:05:00,57, Moderate
5669,2019-11-27 19:05:00,63, Moderate
5670,2019-11-27 20:05:00,72, Moderate
5671,2019-11-27 21:05:00,78, Moderate
5672,2019-11-27 22:05:00,111, Unhealthy for Sensitive Groups
5673,2019-11-27 23:05:00,126, Unhealthy for Sensitive Groups
5674,2019-11-28 00:05:00,134, Unhealthy for Sensitive Groups
5675,2019-11-28 01:05:00,150, Unhealthy for Sensitive Groups
5676,2019-11-28 02:05:00,153, Unhealthy
5677,2019-11-28 03:05:00,153, Unhealthy
5678,2019-11-28 04:05:00,153, Unhealthy
5679,2019-11-28 05:05:00,152, Unhealthy
5680,2019-11-28 06:05:00,155, Unhealthy
5681,2019-11-28 07:05:00,155, Unhealthy
5682,2019-11-28 08:05:00,153, Unhealthy
5683,2019-11-28 09:05:00,149, Unhealthy for Sensitive Groups
5684,2019-11-28 10:05:00,117, Unhealthy for Sensitive Groups
5685,2019-11-28 11:05:00,99, Moderate
5686,2019-11-28 12:05:00,92, Moderate
5687,2019-11-28 13:05:00,77, Moderate
5688,2019-11-28 14:05:00,70, Moderate
5689,2019-11-28 15:05:00,64, Moderate
5690,2019-11-28 16:05:00,62, Moderate
5691,2019-11-28 17:05:00,66, Moderate
5692,2019-11-28 18:05:00,74, Moderate
5693,2019-11-28 19:05:00,83, Moderate
5694,2019-11-28 20:05:00,85, Moderate
5695,2019-11-28 21:05:00,90, Moderate
5696,2019-11-28 22:05:00,110, Unhealthy for Sensitive Groups
5697,2019-11-28 23:05:00,130, Unhealthy for Sensitive Groups
5698,2019-11-29 00:05:00,126, Unhealthy for Sensitive Groups
5699,2019-11-29 01:05:00,129, Unhealthy for Sensitive Groups
5700,2019-11-29 02:05:00,113, Unhealthy for Sensitive Groups
5701,2019-11-29 03:05:00,132, Unhealthy for Sensitive Groups
5702,2019-11-29 04:05:00,136, Unhealthy for Sensitive Groups
5703,2019-11-29 05:05:00,115, Unhealthy for Sensitive Groups
5704,2019-11-29 06:05:00,97, Moderate
5705,2019-11-29 07:05:00,97, Moderate
5706,2019-11-29 08:05:00,101, Unhealthy for Sensitive Groups
5707,2019-11-29 09:05:00,94, Moderate
5708,2019-11-29 10:05:00,114, Unhealthy for Sensitive Groups
5709,2019-11-29 11:05:00,136, Unhealthy for Sensitive Groups
5710,2019-11-29 12:05:00,135, Unhealthy for Sensitive Groups
5711,2019-11-29 13:05:00,96, Moderate
5712,2019-11-29 14:05:00,72, Moderate
5713,2019-11-29 15:05:00,65, Moderate
5714,2019-11-29 16:05:00,56, Moderate
5715,2019-11-29 17:05:00,57, Moderate
5716,2019-11-29 18:05:00,71, Moderate
5717,2019-11-29 19:05:00,76, Moderate
5718,2019-11-29 20:05:00,63, Moderate
5719,2019-11-29 21:05:00,51, Moderate
5720,2019-11-29 22:05:00,42, Good
5721,2019-11-29 23:05:00,40, Good
5722,2019-11-30 00:05:00,54, Moderate
5723,2019-11-30 01:05:00,54, Moderate
5724,2019-11-30 02:05:00,57, Moderate
5725,2019-11-30 03:05:00,57, Moderate
5726,2019-11-30 04:05:00,53, Moderate
5727,2019-11-30 05:05:00,52, Moderate
5728,2019-11-30 06:05:00,51, Moderate
5729,2019-11-30 07:05:00,54, Moderate
5730,2019-11-30 08:05:00,55, Moderate
5731,2019-11-30 09:05:00,57, Moderate
5732,2019-11-30 10:05:00,65, Moderate
5733,2019-11-30 11:05:00,62, Moderate
5734,2019-11-30 12:05:00,47, Good
5735,2019-11-30 13:05:00,34, Good
5736,2019-11-30 14:05:00,25, Good
5737,2019-11-30 15:05:00,19, Good
5738,2019-11-30 16:05:00,22, Good
5739,2019-11-30 17:05:00,25, Good
5740,2019-11-30 18:05:00,21, Good
5741,2019-11-30 19:05:00,13, Good
5742,2019-11-30 20:05:00,10, Good
5743,2019-11-30 21:05:00,22, Good
5744,2019-11-30 22:05:00,23, Good
5745,2019-11-30 23:05:00,30, Good
5746,2019-12-01 00:05:00,30, Good
5747,2019-12-01 01:05:00,21, Good
5748,2019-12-01 02:05:00,15, Good
5749,2019-12-01 03:05:00,13, Good
5750,2019-12-01 04:05:00,15, Good
5751,2019-12-01 05:05:00,22, Good
5752,2019-12-01 06:05:00,21, Good
5753,2019-12-01 07:05:00,19, Good
5754,2019-12-01 08:05:00,22, Good
5755,2019-12-01 09:05:00,48, Good
5756,2019-12-01 10:05:00,43, Good
5757,2019-12-01 11:05:00,40, Good
5758,2019-12-01 12:05:00,37, Good
5759,2019-12-01 13:05:00,29, Good
5760,2019-12-01 14:05:00,33, Good
5761,2019-12-01 15:05:00,29, Good
5762,2019-12-01 16:05:00,29, Good
5763,2019-12-01 17:05:00,27, Good
5764,2019-12-01 18:05:00,28, Good
5765,2019-12-01 19:05:00,33, Good
5766,2019-12-01 20:05:00,41, Good
5767,2019-12-01 21:05:00,73, Moderate
5768,2019-12-01 22:05:00,99, Moderate
5769,2019-12-01 23:05:00,98, Moderate
5770,2019-12-02 00:05:00,94, Moderate
5771,2019-12-02 01:05:00,80, Moderate
5772,2019-12-02 02:05:00,61, Moderate
5773,2019-12-02 03:05:00,50, Good
5774,2019-12-02 04:05:00,48, Good
5775,2019-12-02 05:05:00,43, Good
5776,2019-12-02 06:05:00,53, Moderate
5777,2019-12-02 07:05:00,66, Moderate
5778,2019-12-02 08:05:00,77, Moderate
5779,2019-12-02 09:05:00,82, Moderate
5780,2019-12-02 10:05:00,80, Moderate
5781,2019-12-02 11:05:00,64, Moderate
5782,2019-12-02 12:05:00,58, Moderate
5783,2019-12-02 13:05:00,58, Moderate
5784,2019-12-02 14:05:00,59, Moderate
5785,2019-12-02 15:05:00,50, Good
5786,2019-12-02 16:05:00,37, Good
5787,2019-12-02 17:05:00,45, Good
5788,2019-12-02 18:05:00,54, Moderate
5789,2019-12-02 19:05:00,58, Moderate
5790,2019-12-02 20:05:00,69, Moderate
5791,2019-12-02 21:05:00,104, Unhealthy for Sensitive Groups
5792,2019-12-02 22:05:00,118, Unhealthy for Sensitive Groups
5793,2019-12-02 23:05:00,130, Unhealthy for Sensitive Groups
5794,2019-12-03 00:05:00,122, Unhealthy for Sensitive Groups
5795,2019-12-03 01:05:00,90, Moderate
5796,2019-12-03 02:05:00,74, Moderate
5797,2019-12-03 03:05:00,68, Moderate
5798,2019-12-03 04:05:00,59, Moderate
5799,2019-12-03 05:05:00,67, Moderate
5800,2019-12-03 06:05:00,79, Moderate
5801,2019-12-03 07:05:00,93, Moderate
5802,2019-12-03 08:05:00,96, Moderate
5803,2019-12-03 09:05:00,96, Moderate
5804,2019-12-03 10:05:00,107, Unhealthy for Sensitive Groups
5805,2019-12-03 11:05:00,93, Moderate
5806,2019-12-03 12:05:00,89, Moderate
5807,2019-12-03 13:05:00,91, Moderate
5808,2019-12-03 14:05:00,85, Moderate
5809,2019-12-03 15:05:00,71, Moderate
5810,2019-12-03 16:05:00,68, Moderate
5811,2019-12-03 17:05:00,60, Moderate
5812,2019-12-03 18:05:00,91, Moderate
5813,2019-12-03 19:05:00,127, Unhealthy for Sensitive Groups
5814,2019-12-03 20:05:00,155, Unhealthy
5815,2019-12-03 21:05:00,145, Unhealthy for Sensitive Groups
5816,2019-12-03 22:05:00,117, Unhealthy for Sensitive Groups
5817,2019-12-03 23:05:00,93, Moderate
5818,2019-12-04 00:05:00,78, Moderate
5819,2019-12-04 01:05:00,73, Moderate
5820,2019-12-04 02:05:00,61, Moderate
5821,2019-12-04 03:05:00,61, Moderate
5822,2019-12-04 04:05:00,52, Moderate
5823,2019-12-04 05:05:00,47, Good
5824,2019-12-04 06:05:00,44, Good
5825,2019-12-04 07:05:00,49, Good
5826,2019-12-04 08:05:00,55, Moderate
5827,2019-12-04 09:05:00,68, Moderate
5828,2019-12-04 10:05:00,76, Moderate
5829,2019-12-04 11:05:00,93, Moderate
5830,2019-12-04 12:05:00,102, Unhealthy for Sensitive Groups
5831,2019-12-04 13:05:00,99, Moderate
5832,2019-12-04 14:05:00,94, Moderate
5833,2019-12-04 15:05:00,92, Moderate
5834,2019-12-04 16:05:00,82, Moderate
5835,2019-12-04 17:05:00,68, Moderate
5836,2019-12-04 18:05:00,63, Moderate
5837,2019-12-04 19:05:00,74, Moderate
5838,2019-12-04 20:05:00,85, Moderate
5839,2019-12-04 21:05:00,97, Moderate
5840,2019-12-04 22:05:00,115, Unhealthy for Sensitive Groups
5841,2019-12-04 23:05:00,122, Unhealthy for Sensitive Groups
5842,2019-12-05 00:05:00,149, Unhealthy for Sensitive Groups
5843,2019-12-05 01:05:00,126, Unhealthy for Sensitive Groups
5844,2019-12-05 02:05:00,115, Unhealthy for Sensitive Groups
5845,2019-12-05 03:05:00,86, Moderate
5846,2019-12-05 04:05:00,76, Moderate
5847,2019-12-05 05:05:00,65, Moderate
5848,2019-12-05 06:05:00,62, Moderate
5849,2019-12-05 07:05:00,71, Moderate
5850,2019-12-05 08:05:00,88, Moderate
5851,2019-12-05 09:05:00,114, Unhealthy for Sensitive Groups
5852,2019-12-05 10:05:00,132, Unhealthy for Sensitive Groups
5853,2019-12-05 11:05:00,120, Unhealthy for Sensitive Groups
5854,2019-12-05 12:05:00,120, Unhealthy for Sensitive Groups
5855,2019-12-05 13:05:00,120, Unhealthy for Sensitive Groups
5856,2019-12-05 14:05:00,91, Moderate
5857,2019-12-05 15:05:00,71, Moderate
5858,2019-12-05 16:05:00,61, Moderate
5859,2019-12-05 17:05:00,58, Moderate
5860,2019-12-05 18:05:00,64, Moderate
5861,2019-12-05 19:05:00,79, Moderate
5862,2019-12-05 20:05:00,83, Moderate
5863,2019-12-05 21:05:00,92, Moderate
5864,2019-12-05 22:05:00,104, Unhealthy for Sensitive Groups
5865,2019-12-05 23:05:00,114, Unhealthy for Sensitive Groups
5866,2019-12-06 00:05:00,108, Unhealthy for Sensitive Groups
5867,2019-12-06 01:05:00,86, Moderate
5868,2019-12-06 02:05:00,90, Moderate
5869,2019-12-06 03:05:00,89, Moderate
5870,2019-12-06 04:05:00,77, Moderate
5871,2019-12-06 05:05:00,68, Moderate
5872,2019-12-06 06:05:00,65, Moderate
5873,2019-12-06 07:05:00,64, Moderate
5874,2019-12-06 08:05:00,69, Moderate
5875,2019-12-06 09:05:00,64, Moderate
5876,2019-12-06 10:05:00,58, Moderate
5877,2019-12-06 11:05:00,54, Moderate
5878,2019-12-06 12:05:00,59, Moderate
5879,2019-12-06 13:05:00,59, Moderate
5880,2019-12-06 14:05:00,53, Moderate
5881,2019-12-06 15:05:00,55, Moderate
5882,2019-12-06 16:05:00,53, Moderate
5883,2019-12-06 17:05:00,56, Moderate
5884,2019-12-06 18:05:00,58, Moderate
5885,2019-12-06 19:05:00,65, Moderate
5886,2019-12-06 20:05:00,84, Moderate
5887,2019-12-06 21:05:00,94, Moderate
5888,2019-12-06 22:05:00,103, Unhealthy for Sensitive Groups
5889,2019-12-06 23:05:00,117, Unhealthy for Sensitive Groups
5890,2019-12-07 00:05:00,122, Unhealthy for Sensitive Groups
5891,2019-12-07 01:05:00,113, Unhealthy for Sensitive Groups
5892,2019-12-07 02:05:00,106, Unhealthy for Sensitive Groups
5893,2019-12-07 03:05:00,102, Unhealthy for Sensitive Groups
5894,2019-12-07 04:05:00,92, Moderate
5895,2019-12-07 05:05:00,92, Moderate
5896,2019-12-07 06:05:00,80, Moderate
5897,2019-12-07 07:05:00,79, Moderate
5898,2019-12-07 08:05:00,89, Moderate
5899,2019-12-07 09:05:00,95, Moderate
5900,2019-12-07 10:05:00,103, Unhealthy for Sensitive Groups
5901,2019-12-07 11:05:00,92, Moderate
5902,2019-12-07 12:05:00,86, Moderate
5903,2019-12-07 13:05:00,98, Moderate
5904,2019-12-07 14:05:00,101, Unhealthy for Sensitive Groups
5905,2019-12-07 15:05:00,102, Unhealthy for Sensitive Groups
5906,2019-12-07 16:05:00,91, Moderate
5907,2019-12-07 17:05:00,77, Moderate
5908,2019-12-07 18:05:00,73, Moderate
5909,2019-12-07 19:05:00,82, Moderate
5910,2019-12-07 20:05:00,106, Unhealthy for Sensitive Groups
5911,2019-12-07 21:05:00,127, Unhealthy for Sensitive Groups
5912,2019-12-07 22:05:00,152, Unhealthy
5913,2019-12-07 23:05:00,154, Unhealthy
5914,2019-12-08 00:05:00,155, Unhealthy
5915,2019-12-08 01:05:00,171, Unhealthy
5916,2019-12-08 02:05:00,177, Unhealthy
5917,2019-12-08 03:05:00,161, Unhealthy
5918,2019-12-08 04:05:00,142, Unhealthy for Sensitive Groups
5919,2019-12-08 05:05:00,116, Unhealthy for Sensitive Groups
5920,2019-12-08 06:05:00,97, Moderate
5921,2019-12-08 07:05:00,98, Moderate
5922,2019-12-08 08:05:00,105, Unhealthy for Sensitive Groups
5923,2019-12-08 09:05:00,106, Unhealthy for Sensitive Groups
5924,2019-12-08 10:05:00,90, Moderate
5925,2019-12-08 11:05:00,92, Moderate
5926,2019-12-08 12:05:00,78, Moderate
5927,2019-12-08 13:05:00,76, Moderate
5928,2019-12-08 14:05:00,71, Moderate
5929,2019-12-08 15:05:00,68, Moderate
5930,2019-12-08 16:05:00,69, Moderate
5931,2019-12-08 17:05:00,70, Moderate
5932,2019-12-08 18:05:00,73, Moderate
5933,2019-12-08 19:05:00,86, Moderate
5934,2019-12-08 20:05:00,132, Unhealthy for Sensitive Groups
5935,2019-12-08 21:05:00,143, Unhealthy for Sensitive Groups
5936,2019-12-08 22:05:00,137, Unhealthy for Sensitive Groups
5937,2019-12-08 23:05:00,122, Unhealthy for Sensitive Groups
5938,2019-12-09 00:05:00,98, Moderate
5939,2019-12-09 01:05:00,88, Moderate
5940,2019-12-09 02:05:00,74, Moderate
5941,2019-12-09 03:05:00,64, Moderate
5942,2019-12-09 04:05:00,59, Moderate
5943,2019-12-09 05:05:00,52, Moderate
5944,2019-12-09 06:05:00,48, Good
5945,2019-12-09 07:05:00,59, Moderate
5946,2019-12-09 08:05:00,66, Moderate
5947,2019-12-09 09:05:00,80, Moderate
5948,2019-12-09 10:05:00,81, Moderate
5949,2019-12-09 11:05:00,83, Moderate
5950,2019-12-09 12:05:00,80, Moderate
5951,2019-12-09 13:05:00,75, Moderate
5952,2019-12-09 14:05:00,71, Moderate
5953,2019-12-09 15:05:00,76, Moderate
5954,2019-12-09 16:05:00,76, Moderate
5955,2019-12-09 17:05:00,66, Moderate
5956,2019-12-09 18:05:00,63, Moderate
5957,2019-12-09 19:05:00,71, Moderate
5958,2019-12-09 20:05:00,124, Unhealthy for Sensitive Groups
5959,2019-12-09 21:05:00,133, Unhealthy for Sensitive Groups
5960,2019-12-09 22:05:00,131, Unhealthy for Sensitive Groups
5961,2019-12-09 23:05:00,112, Unhealthy for Sensitive Groups
5962,2019-12-10 00:05:00,88, Moderate
5963,2019-12-10 01:05:00,81, Moderate
5964,2019-12-10 02:05:00,72, Moderate
5965,2019-12-10 03:05:00,68, Moderate
5966,2019-12-10 04:05:00,69, Moderate
5967,2019-12-10 05:05:00,61, Moderate
5968,2019-12-10 06:05:00,57, Moderate
5969,2019-12-10 07:05:00,63, Moderate
5970,2019-12-10 08:05:00,75, Moderate
5971,2019-12-10 09:05:00,80, Moderate
5972,2019-12-10 10:05:00,72, Moderate
5973,2019-12-10 11:05:00,76, Moderate
5974,2019-12-10 12:05:00,79, Moderate
5975,2019-12-10 13:05:00,85, Moderate
5976,2019-12-10 14:05:00,95, Moderate
5977,2019-12-10 15:05:00,92, Moderate
5978,2019-12-10 16:05:00,77, Moderate
5979,2019-12-10 17:05:00,82, Moderate
5980,2019-12-10 18:05:00,66, Moderate
5981,2019-12-10 19:05:00,63, Moderate
5982,2019-12-10 20:05:00,68, Moderate
5983,2019-12-10 21:05:00,74, Moderate
5984,2019-12-10 22:05:00,93, Moderate
5985,2019-12-10 23:05:00,110, Unhealthy for Sensitive Groups
5986,2019-12-11 00:05:00,99, Moderate
5987,2019-12-11 01:05:00,94, Moderate
5988,2019-12-11 02:05:00,95, Moderate
5989,2019-12-11 03:05:00,81, Moderate
5990,2019-12-11 04:05:00,71, Moderate
5991,2019-12-11 05:05:00,66, Moderate
5992,2019-12-11 06:05:00,63, Moderate
5993,2019-12-11 07:05:00,66, Moderate
5994,2019-12-11 08:05:00,68, Moderate
5995,2019-12-11 09:05:00,73, Moderate
5996,2019-12-11 10:05:00,77, Moderate
5997,2019-12-11 11:05:00,89, Moderate
5998,2019-12-11 12:05:00,75, Moderate
5999,2019-12-11 13:05:00,65, Moderate
6000,2019-12-11 14:05:00,60, Moderate
6001,2019-12-11 15:05:00,59, Moderate
6002,2019-12-11 16:05:00,56, Moderate
6003,2019-12-11 17:05:00,54, Moderate
6004,2019-12-11 18:05:00,56, Moderate
6005,2019-12-11 19:05:00,68, Moderate
6006,2019-12-11 20:05:00,85, Moderate
6007,2019-12-11 21:05:00,101, Unhealthy for Sensitive Groups
6008,2019-12-11 22:05:00,93, Moderate
6009,2019-12-11 23:05:00,106, Unhealthy for Sensitive Groups
6010,2019-12-12 00:05:00,128, Unhealthy for Sensitive Groups
6011,2019-12-12 01:05:00,117, Unhealthy for Sensitive Groups
6012,2019-12-12 02:05:00,98, Moderate
6013,2019-12-12 03:05:00,82, Moderate
6014,2019-12-12 04:05:00,70, Moderate
6015,2019-12-12 05:05:00,64, Moderate
6016,2019-12-12 06:05:00,57, Moderate
6017,2019-12-12 07:05:00,69, Moderate
6018,2019-12-12 08:05:00,72, Moderate
6019,2019-12-12 09:05:00,88, Moderate
6020,2019-12-12 10:05:00,89, Moderate
6021,2019-12-12 11:05:00,89, Moderate
6022,2019-12-12 12:05:00,89, Moderate
6023,2019-12-12 13:05:00,76, Moderate
6024,2019-12-12 14:05:00,61, Moderate
6025,2019-12-12 15:05:00,60, Moderate
6026,2019-12-12 16:05:00,62, Moderate
6027,2019-12-12 17:05:00,60, Moderate
6028,2019-12-12 18:05:00,65, Moderate
6029,2019-12-12 19:05:00,70, Moderate
6030,2019-12-12 20:05:00,80, Moderate
6031,2019-12-12 21:05:00,93, Moderate
6032,2019-12-12 22:05:00,100, Moderate
6033,2019-12-12 23:05:00,101, Unhealthy for Sensitive Groups
6034,2019-12-13 00:05:00,96, Moderate
6035,2019-12-13 01:05:00,86, Moderate
6036,2019-12-13 02:05:00,71, Moderate
6037,2019-12-13 03:05:00,56, Moderate
6038,2019-12-13 04:05:00,45, Good
6039,2019-12-13 05:05:00,41, Good
6040,2019-12-13 06:05:00,48, Good
6041,2019-12-13 07:05:00,52, Moderate
6042,2019-12-13 08:05:00,64, Moderate
6043,2019-12-13 09:05:00,80, Moderate
6044,2019-12-13 10:05:00,90, Moderate
6045,2019-12-13 11:05:00,87, Moderate
6046,2019-12-13 12:05:00,86, Moderate
6047,2019-12-13 13:05:00,83, Moderate
6048,2019-12-13 14:05:00,76, Moderate
6049,2019-12-13 15:05:00,70, Moderate
6050,2019-12-13 16:05:00,70, Moderate
6051,2019-12-13 17:05:00,73, Moderate
6052,2019-12-13 18:05:00,77, Moderate
6053,2019-12-13 19:05:00,73, Moderate
6054,2019-12-13 20:05:00,65, Moderate
6055,2019-12-13 21:05:00,63, Moderate
6056,2019-12-13 22:05:00,52, Moderate
6057,2019-12-13 23:05:00,52, Moderate
6058,2019-12-14 00:05:00,41, Good
6059,2019-12-14 01:05:00,37, Good
6060,2019-12-14 02:05:00,60, Moderate
6061,2019-12-14 03:05:00,64, Moderate
6062,2019-12-14 04:05:00,72, Moderate
6063,2019-12-14 05:05:00,71, Moderate
6064,2019-12-14 06:05:00,74, Moderate
6065,2019-12-14 07:05:00,77, Moderate
6066,2019-12-14 08:05:00,83, Moderate
6067,2019-12-14 09:05:00,91, Moderate
6068,2019-12-14 10:05:00,98, Moderate
6069,2019-12-14 11:05:00,88, Moderate
6070,2019-12-14 12:05:00,69, Moderate
6071,2019-12-14 13:05:00,70, Moderate
6072,2019-12-14 14:05:00,66, Moderate
6073,2019-12-14 15:05:00,59, Moderate
6074,2019-12-14 16:05:00,62, Moderate
6075,2019-12-14 17:05:00,62, Moderate
6076,2019-12-14 18:05:00,68, Moderate
6077,2019-12-14 19:05:00,72, Moderate
6078,2019-12-14 20:05:00,61, Moderate
6079,2019-12-14 21:05:00,57, Moderate
6080,2019-12-14 22:05:00,54, Moderate
6081,2019-12-14 23:05:00,53, Moderate
6082,2019-12-15 00:05:00,65, Moderate
6083,2019-12-15 01:05:00,77, Moderate
6084,2019-12-15 02:05:00,79, Moderate
6085,2019-12-15 03:05:00,79, Moderate
6086,2019-12-15 04:05:00,96, Moderate
6087,2019-12-15 05:05:00,114, Unhealthy for Sensitive Groups
6088,2019-12-15 06:05:00,130, Unhealthy for Sensitive Groups
6089,2019-12-15 07:05:00,131, Unhealthy for Sensitive Groups
6090,2019-12-15 08:05:00,125, Unhealthy for Sensitive Groups
6091,2019-12-15 09:05:00,123, Unhealthy for Sensitive Groups
6092,2019-12-15 10:05:00,121, Unhealthy for Sensitive Groups
6093,2019-12-15 11:05:00,112, Unhealthy for Sensitive Groups
6094,2019-12-15 12:05:00,97, Moderate
6095,2019-12-15 13:05:00,122, Unhealthy for Sensitive Groups
6096,2019-12-15 14:05:00,112, Unhealthy for Sensitive Groups
6097,2019-12-15 15:05:00,88, Moderate
6098,2019-12-15 16:05:00,75, Moderate
6099,2019-12-15 17:05:00,65, Moderate
6100,2019-12-15 18:05:00,65, Moderate
6101,2019-12-15 19:05:00,63, Moderate
6102,2019-12-15 20:05:00,73, Moderate
6103,2019-12-15 21:05:00,155, Unhealthy
6104,2019-12-15 22:05:00,159, Unhealthy
6105,2019-12-15 23:05:00,157, Unhealthy
6106,2019-12-16 00:05:00,153, Unhealthy
6107,2019-12-16 01:05:00,142, Unhealthy for Sensitive Groups
6108,2019-12-16 02:05:00,133, Unhealthy for Sensitive Groups
6109,2019-12-16 03:05:00,129, Unhealthy for Sensitive Groups
6110,2019-12-16 04:05:00,136, Unhealthy for Sensitive Groups
6111,2019-12-16 05:05:00,117, Unhealthy for Sensitive Groups
6112,2019-12-16 06:05:00,97, Moderate
6113,2019-12-16 07:05:00,86, Moderate
6114,2019-12-16 08:05:00,85, Moderate
6115,2019-12-16 09:05:00,85, Moderate
6116,2019-12-16 10:05:00,90, Moderate
6117,2019-12-16 11:05:00,80, Moderate
6118,2019-12-16 12:05:00,93, Moderate
6119,2019-12-16 13:05:00,107, Unhealthy for Sensitive Groups
6120,2019-12-16 14:05:00,96, Moderate
6121,2019-12-16 15:05:00,89, Moderate
6122,2019-12-16 16:05:00,90, Moderate
6123,2019-12-16 17:05:00,88, Moderate
6124,2019-12-16 18:05:00,94, Moderate
6125,2019-12-16 19:05:00,85, Moderate
6126,2019-12-16 20:05:00,74, Moderate
6127,2019-12-16 21:05:00,74, Moderate
6128,2019-12-16 22:05:00,78, Moderate
6129,2019-12-16 23:05:00,107, Unhealthy for Sensitive Groups
6130,2019-12-17 00:05:00,169, Unhealthy
6131,2019-12-17 01:05:00,178, Unhealthy
6132,2019-12-17 02:05:00,185, Unhealthy
6133,2019-12-17 03:05:00,187, Unhealthy
6134,2019-12-17 04:05:00,178, Unhealthy
6135,2019-12-17 05:05:00,168, Unhealthy
6136,2019-12-17 06:05:00,162, Unhealthy
6137,2019-12-17 07:05:00,158, Unhealthy
6138,2019-12-17 08:05:00,156, Unhealthy
6139,2019-12-17 09:05:00,157, Unhealthy
6140,2019-12-17 10:05:00,148, Unhealthy for Sensitive Groups
6141,2019-12-17 11:05:00,129, Unhealthy for Sensitive Groups
