,date,reading,warning
1622,2019-06-12 00:01:00,67, Moderate
1623,2019-06-12 01:01:00,60, Moderate
1624,2019-06-12 02:01:00,56, Moderate
1625,2019-06-12 03:01:00,51, Moderate
1626,2019-06-12 04:01:00,40, Good
1627,2019-06-12 05:01:00,28, Good
1628,2019-06-12 06:01:00,23, Good
1629,2019-06-12 07:01:00,32, Good
1630,2019-06-12 08:01:00,65, Moderate
1631,2019-06-12 09:01:00,68, Moderate
1632,2019-06-12 10:01:00,65, Moderate
1633,2019-06-12 11:01:00,54, Moderate
1634,2019-06-12 12:01:00,53, Moderate
1635,2019-06-12 13:01:00,42, Good
1636,2019-06-12 14:01:00,25, Good
1637,2019-06-12 15:01:00,35, Good
1638,2019-06-12 16:01:00,51, Moderate
1639,2019-06-12 17:01:00,51, Moderate
1640,2019-06-12 18:01:00,52, Moderate
1641,2019-06-12 19:01:00,55, Moderate
1642,2019-06-12 20:01:00,55, Moderate
1643,2019-06-12 21:01:00,69, Moderate
1644,2019-06-12 22:01:00,67, Moderate
1645,2019-06-12 23:01:00,75, Moderate
1646,2019-06-13 00:01:00,93, Moderate
1647,2019-06-13 01:01:00,97, Moderate
1648,2019-06-13 02:01:00,95, Moderate
1649,2019-06-13 03:01:00,84, Moderate
1650,2019-06-13 04:01:00,58, Moderate
1651,2019-06-13 05:01:00,38, Good
1652,2019-06-13 06:01:00,52, Moderate
1653,2019-06-13 07:01:00,41, Good
1654,2019-06-13 08:01:00,62, Moderate
1655,2019-06-13 09:01:00,64, Moderate
1656,2019-06-13 10:01:00,48, Good
1657,2019-06-13 11:01:00,34, Good
1658,2019-06-13 12:01:00,23, Good
1659,2019-06-13 13:01:00,18, Good
1660,2019-06-13 14:01:00,13, Good
1661,2019-06-13 15:01:00,17, Good
1662,2019-06-13 16:01:00,29, Good
1663,2019-06-13 17:01:00,29, Good
1664,2019-06-13 18:01:00,29, Good
1665,2019-06-13 19:01:00,35, Good
1666,2019-06-13 20:01:00,40, Good
1667,2019-06-13 21:01:00,56, Moderate
1668,2019-06-13 22:01:00,127, Unhealthy for Sensitive Groups
1669,2019-06-13 23:01:00,118, Unhealthy for Sensitive Groups
1670,2019-06-14 00:01:00,105, Unhealthy for Sensitive Groups
1671,2019-06-14 01:01:00,86, Moderate
1672,2019-06-14 02:01:00,62, Moderate
1673,2019-06-14 03:01:00,42, Good
1674,2019-06-14 04:01:00,25, Good
1675,2019-06-14 05:01:00,33, Good
1676,2019-06-14 06:01:00,33, Good
1677,2019-06-14 07:01:00,42, Good
1678,2019-06-14 08:01:00,60, Moderate
1679,2019-06-14 09:02:00,69, Moderate
1680,2019-06-14 10:01:00,65, Moderate
1681,2019-06-14 11:01:00,83, Moderate
1682,2019-06-14 12:01:00,60, Moderate
1683,2019-06-14 13:01:00,64, Moderate
1684,2019-06-14 14:01:00,61, Moderate
1685,2019-06-14 15:03:00,54, Moderate
1686,2019-06-14 16:02:00,52, Moderate
1687,2019-06-14 17:02:00,41, Good
1688,2019-06-14 18:02:00,33, Good
1689,2019-06-14 19:01:00,29, Good
1690,2019-06-14 20:01:00,35, Good
1691,2019-06-14 21:01:00,30, Good
1692,2019-06-14 22:01:00,36, Good
1693,2019-06-14 23:00:00,37, Good
1694,2019-06-15 00:01:00,52, Moderate
1695,2019-06-15 01:01:00,47, Good
1696,2019-06-15 02:00:00,52, Moderate
1697,2019-06-15 03:01:00,51, Moderate
1698,2019-06-15 04:01:00,40, Good
1699,2019-06-15 05:01:00,40, Good
1700,2019-06-15 06:01:00,41, Good
1701,2019-06-15 07:01:00,52, Moderate
1702,2019-06-15 08:01:00,47, Good
1703,2019-06-15 09:01:00,53, Moderate
1704,2019-06-15 10:00:00,61, Moderate
1705,2019-06-15 11:01:00,55, Moderate
1706,2019-06-15 12:00:00,54, Moderate
1707,2019-06-15 13:01:00,55, Moderate
1708,2019-06-15 14:01:00,46, Good
1709,2019-06-15 15:01:00,40, Good
1710,2019-06-15 16:01:00,36, Good
1711,2019-06-15 17:01:00,30, Good
1712,2019-06-15 18:01:00,23, Good
1713,2019-06-15 19:01:00,28, Good
1714,2019-06-15 20:01:00,43, Good
1715,2019-06-15 21:00:00,49, Good
1716,2019-06-15 22:00:00,51, Moderate
1717,2019-06-15 23:00:00,40, Good
1718,2019-06-16 00:01:00,26, Good
1719,2019-06-16 01:00:00,17, Good
1720,2019-06-16 02:00:00,8, Good
1721,2019-06-16 03:00:00,6, Good
1722,2019-06-16 04:01:00,3, Good
1723,2019-06-16 05:00:00,3, Good
1724,2019-06-16 06:01:00,10, Good
1725,2019-06-16 07:01:00,20, Good
1726,2019-06-16 08:00:00,37, Good
1727,2019-06-16 09:01:00,33, Good
1728,2019-06-16 10:00:00,25, Good
1729,2019-06-16 11:01:00,23, Good
1730,2019-06-16 12:00:00,26, Good
1731,2019-06-16 13:01:00,32, Good
1732,2019-06-16 14:00:00,30, Good
1733,2019-06-16 15:01:00,30, Good
1734,2019-06-16 16:01:00,-999,
1735,2019-06-16 17:01:00,-999,
1736,2019-06-16 18:01:00,-999,
1737,2019-06-16 19:01:00,-999,
1738,2019-06-16 20:01:00,-999,
1739,2019-06-16 21:01:00,-999,
1740,2019-06-16 22:00:00,-999,
1741,2019-06-16 23:00:00,-999,
1742,2019-06-17 00:01:00,-999,
1743,2019-06-17 01:00:00,-999,
1744,2019-06-17 02:00:00,-999,
1745,2019-06-17 03:01:00,-999,
1746,2019-06-17 04:01:00,-999,
1747,2019-06-17 05:01:00,-999,
1748,2019-06-17 06:01:00,-999,
1749,2019-06-17 07:01:00,-999,
1750,2019-06-17 08:01:00,-999,
1751,2019-06-17 09:01:00,-999,
1752,2019-06-17 10:01:00,-999,
1753,2019-06-17 11:01:00,-999,
1754,2019-06-17 12:01:00,-999,
1755,2019-06-17 13:01:00,-999,
1756,2019-06-17 14:01:00,-999,
1757,2019-06-17 15:01:00,-999,
1758,2019-06-17 16:01:00,72, Moderate
1759,2019-06-17 17:01:00,72, Moderate
1760,2019-06-17 18:01:00,72, Moderate
1761,2019-06-17 19:01:00,-999,
1762,2019-06-17 20:01:00,58, Moderate
1763,2019-06-17 21:01:00,60, Moderate
1764,2019-06-17 22:00:00,60, Moderate
1765,2019-06-17 23:00:00,56, Moderate
1766,2019-06-18 00:00:00,50, Good
1767,2019-06-18 01:01:00,55, Moderate
1768,2019-06-18 02:00:00,54, Moderate
1769,2019-06-18 03:01:00,59, Moderate
1770,2019-06-18 04:01:00,49, Good
1771,2019-06-18 05:01:00,50, Good
1772,2019-06-18 06:01:00,37, Good
1773,2019-06-18 07:01:00,50, Good
1774,2019-06-18 08:01:00,73, Moderate
1775,2019-06-18 09:01:00,66, Moderate
1776,2019-06-18 10:00:00,63, Moderate
1777,2019-06-18 11:01:00,62, Moderate
1778,2019-06-18 12:00:00,62, Moderate
1779,2019-06-18 13:01:00,59, Moderate
1780,2019-06-18 14:01:00,60, Moderate
1781,2019-06-18 15:01:00,65, Moderate
1782,2019-06-18 16:01:00,72, Moderate
1783,2019-06-18 17:01:00,70, Moderate
1784,2019-06-18 18:01:00,67, Moderate
1785,2019-06-18 20:01:00,65, Moderate
1786,2019-06-18 21:01:00,68, Moderate
1787,2019-06-18 22:01:00,65, Moderate
1788,2019-06-18 23:01:00,62, Moderate
1789,2019-06-19 00:01:00,63, Moderate
1790,2019-06-19 01:01:00,63, Moderate
1791,2019-06-19 02:01:00,60, Moderate
1792,2019-06-19 03:01:00,54, Moderate
1793,2019-06-19 04:01:00,58, Moderate
1794,2019-06-19 05:01:00,59, Moderate
1795,2019-06-19 06:01:00,53, Moderate
1796,2019-06-19 07:01:00,55, Moderate
1797,2019-06-19 08:01:00,69, Moderate
1798,2019-06-19 09:01:00,70, Moderate
1799,2019-06-19 10:01:00,68, Moderate
1800,2019-06-19 11:01:00,67, Moderate
1801,2019-06-19 12:01:00,67, Moderate
1802,2019-06-19 13:01:00,69, Moderate
1803,2019-06-19 14:01:00,68, Moderate
1804,2019-06-19 15:01:00,64, Moderate
1805,2019-06-19 16:01:00,67, Moderate
1806,2019-06-19 17:01:00,70, Moderate
1807,2019-06-19 18:01:00,69, Moderate
1808,2019-06-19 19:01:00,68, Moderate
1809,2019-06-19 20:01:00,70, Moderate
1810,2019-06-19 21:01:00,68, Moderate
1811,2019-06-19 22:01:00,67, Moderate
1812,2019-06-19 23:01:00,66, Moderate
1813,2019-06-20 00:01:00,57, Moderate
1814,2019-06-20 01:01:00,59, Moderate
1815,2019-06-20 02:01:00,58, Moderate
1816,2019-06-20 03:01:00,56, Moderate
1817,2019-06-20 04:01:00,56, Moderate
1818,2019-06-20 05:01:00,57, Moderate
1819,2019-06-20 06:01:00,53, Moderate
1820,2019-06-20 07:01:00,50, Good
1821,2019-06-20 08:01:00,67, Moderate
1822,2019-06-20 09:01:00,68, Moderate
1823,2019-06-20 10:01:00,67, Moderate
1824,2019-06-20 11:01:00,64, Moderate
1825,2019-06-20 12:01:00,60, Moderate
1826,2019-06-20 13:01:00,63, Moderate
1827,2019-06-20 14:01:00,62, Moderate
1828,2019-06-20 15:01:00,60, Moderate
1829,2019-06-20 16:01:00,59, Moderate
1830,2019-06-20 17:01:00,55, Moderate
1831,2019-06-20 18:01:00,59, Moderate
1832,2019-06-20 19:01:00,59, Moderate
1833,2019-06-20 20:01:00,59, Moderate
1834,2019-06-20 21:01:00,58, Moderate
1835,2019-06-20 22:01:00,55, Moderate
1836,2019-06-20 23:01:00,54, Moderate
1837,2019-06-21 00:01:00,55, Moderate
1838,2019-06-21 01:01:00,48, Good
1839,2019-06-21 02:01:00,49, Good
1840,2019-06-21 03:01:00,51, Moderate
1841,2019-06-21 04:01:00,46, Good
1842,2019-06-21 05:01:00,46, Good
1843,2019-06-21 06:01:00,48, Good
1844,2019-06-21 07:01:00,51, Moderate
1845,2019-06-21 08:01:00,57, Moderate
1846,2019-06-21 09:01:00,56, Moderate
1847,2019-06-21 10:01:00,63, Moderate
1848,2019-06-21 11:01:00,57, Moderate
1849,2019-06-21 12:01:00,58, Moderate
1850,2019-06-21 13:01:00,64, Moderate
1851,2019-06-21 14:01:00,63, Moderate
1852,2019-06-21 15:01:00,60, Moderate
1853,2019-06-21 16:01:00,76, Moderate
1854,2019-06-21 17:01:00,66, Moderate
1855,2019-06-21 18:01:00,67, Moderate
1856,2019-06-21 19:01:00,71, Moderate
1857,2019-06-21 20:01:00,67, Moderate
1858,2019-06-21 21:01:00,60, Moderate
1859,2019-06-21 22:00:00,59, Moderate
1860,2019-06-21 23:00:00,56, Moderate
1861,2019-06-22 00:01:00,52, Moderate
1862,2019-06-22 01:01:00,43, Good
1863,2019-06-22 02:00:00,42, Good
1864,2019-06-22 03:01:00,44, Good
1865,2019-06-22 04:01:00,43, Good
1866,2019-06-22 05:01:00,42, Good
1867,2019-06-22 06:01:00,42, Good
1868,2019-06-22 07:01:00,44, Good
1869,2019-06-22 08:01:00,43, Good
1870,2019-06-22 09:01:00,55, Moderate
1871,2019-06-22 10:01:00,55, Moderate
1872,2019-06-22 11:01:00,57, Moderate
1873,2019-06-22 12:00:00,55, Moderate
1874,2019-06-22 13:01:00,59, Moderate
1875,2019-06-22 14:01:00,50, Good
1876,2019-06-22 15:01:00,44, Good
1877,2019-06-22 16:01:00,51, Moderate
1878,2019-06-22 17:01:00,51, Moderate
1879,2019-06-22 18:01:00,55, Moderate
1880,2019-06-22 19:01:00,52, Moderate
1881,2019-06-22 20:01:00,45, Good
1882,2019-06-22 21:00:00,43, Good
1883,2019-06-22 22:00:00,44, Good
1884,2019-06-22 23:01:00,52, Moderate
1885,2019-06-23 00:01:00,54, Moderate
1886,2019-06-23 01:01:00,52, Moderate
1887,2019-06-23 02:01:00,41, Good
1888,2019-06-23 03:01:00,57, Moderate
1889,2019-06-23 04:01:00,45, Good
1890,2019-06-23 05:01:00,35, Good
1891,2019-06-23 06:01:00,36, Good
1892,2019-06-23 07:01:00,39, Good
1893,2019-06-23 08:01:00,42, Good
1894,2019-06-23 09:01:00,58, Moderate
1895,2019-06-23 10:00:00,60, Moderate
1896,2019-06-23 11:01:00,53, Moderate
1897,2019-06-23 12:00:00,52, Moderate
1898,2019-06-23 13:01:00,49, Good
1899,2019-06-23 14:01:00,47, Good
1900,2019-06-23 15:01:00,48, Good
1901,2019-06-23 16:01:00,56, Moderate
1902,2019-06-23 17:01:00,57, Moderate
1903,2019-06-23 18:01:00,56, Moderate
1904,2019-06-23 19:01:00,59, Moderate
1905,2019-06-23 20:01:00,61, Moderate
1906,2019-06-23 21:00:00,60, Moderate
1907,2019-06-23 22:00:00,52, Moderate
1908,2019-06-23 23:00:00,51, Moderate
1909,2019-06-24 00:00:00,48, Good
1910,2019-06-24 01:01:00,43, Good
1911,2019-06-24 02:00:00,44, Good
1912,2019-06-24 03:00:00,45, Good
1913,2019-06-24 04:01:00,37, Good
1914,2019-06-24 05:01:00,37, Good
1915,2019-06-24 06:01:00,45, Good
1916,2019-06-24 07:01:00,50, Good
1917,2019-06-24 08:01:00,57, Moderate
1918,2019-06-24 09:01:00,63, Moderate
1919,2019-06-24 10:01:00,60, Moderate
1920,2019-06-24 11:01:00,52, Moderate
1921,2019-06-24 12:00:00,41, Good
1922,2019-06-24 13:01:00,52, Moderate
1923,2019-06-24 14:01:00,54, Moderate
1924,2019-06-24 15:01:00,60, Moderate
1925,2019-06-24 16:01:00,70, Moderate
1926,2019-06-24 17:01:00,66, Moderate
1927,2019-06-24 18:01:00,64, Moderate
1928,2019-06-24 19:01:00,66, Moderate
1929,2019-06-24 20:01:00,68, Moderate
1930,2019-06-24 21:00:00,64, Moderate
1931,2019-06-24 22:00:00,61, Moderate
1932,2019-06-24 23:01:00,60, Moderate
1933,2019-06-25 00:01:00,61, Moderate
1934,2019-06-25 01:01:00,64, Moderate
1935,2019-06-25 02:00:00,63, Moderate
1936,2019-06-25 03:00:00,64, Moderate
1937,2019-06-25 04:01:00,61, Moderate
1938,2019-06-25 05:01:00,60, Moderate
1939,2019-06-25 06:01:00,60, Moderate
1940,2019-06-25 07:01:00,63, Moderate
1941,2019-06-25 08:01:00,86, Moderate
1942,2019-06-25 09:01:00,84, Moderate
1943,2019-06-25 10:01:00,76, Moderate
1944,2019-06-25 11:01:00,68, Moderate
1945,2019-06-25 12:01:00,71, Moderate
1946,2019-06-25 13:01:00,65, Moderate
1947,2019-06-25 14:00:00,64, Moderate
1948,2019-06-25 15:01:00,69, Moderate
1949,2019-06-25 16:01:00,71, Moderate
1950,2019-06-25 17:01:00,68, Moderate
1951,2019-06-25 18:01:00,63, Moderate
1952,2019-06-25 19:01:00,71, Moderate
1953,2019-06-25 20:01:00,67, Moderate
1954,2019-06-25 21:00:00,66, Moderate
1955,2019-06-25 22:00:00,63, Moderate
1956,2019-06-25 23:00:00,59, Moderate
1957,2019-06-26 00:01:00,63, Moderate
1958,2019-06-26 01:01:00,61, Moderate
1959,2019-06-26 02:00:00,62, Moderate
1960,2019-06-26 03:01:00,58, Moderate
1961,2019-06-26 04:01:00,57, Moderate
1962,2019-06-26 05:01:00,57, Moderate
1963,2019-06-26 06:01:00,60, Moderate
1964,2019-06-26 07:01:00,69, Moderate
1965,2019-06-26 08:00:00,78, Moderate
1966,2019-06-26 09:01:00,79, Moderate
1967,2019-06-26 10:00:00,73, Moderate
1968,2019-06-26 11:01:00,72, Moderate
1969,2019-06-26 13:00:00,71, Moderate
1970,2019-06-26 14:00:00,67, Moderate
1971,2019-06-26 15:00:00,68, Moderate
1972,2019-06-26 16:01:00,68, Moderate
1973,2019-06-26 17:00:00,67, Moderate
1974,2019-06-26 18:00:00,68, Moderate
1975,2019-06-26 19:00:00,70, Moderate
1976,2019-06-26 20:01:00,71, Moderate
1977,2019-06-26 21:00:00,68, Moderate
1978,2019-06-26 22:00:00,68, Moderate
1979,2019-06-26 23:00:00,56, Moderate
1980,2019-06-27 00:00:00,59, Moderate
1981,2019-06-27 01:00:00,60, Moderate
1982,2019-06-27 02:00:00,55, Moderate
1983,2019-06-27 03:00:00,54, Moderate
1984,2019-06-27 04:00:00,55, Moderate
1985,2019-06-27 05:00:00,55, Moderate
1986,2019-06-27 06:01:00,48, Good
1987,2019-06-27 07:01:00,48, Good
1988,2019-06-27 08:00:00,-999,
1989,2019-06-27 09:00:00,-999,
1990,2019-06-27 10:00:00,-999,
1991,2019-06-27 11:01:00,-999,
1992,2019-06-27 12:00:00,66, Moderate
1993,2019-06-27 13:00:00,71, Moderate
1994,2019-06-27 14:00:00,70, Moderate
1995,2019-06-27 15:00:00,70, Moderate
1996,2019-06-27 16:01:00,72, Moderate
1997,2019-06-27 17:01:00,70, Moderate
1998,2019-06-27 18:01:00,70, Moderate
1999,2019-06-27 19:01:00,68, Moderate
2000,2019-06-27 20:01:00,67, Moderate
2001,2019-06-27 21:00:00,67, Moderate
2002,2019-06-27 22:00:00,67, Moderate
2003,2019-06-27 23:00:00,68, Moderate
2004,2019-06-28 00:00:00,61, Moderate
2005,2019-06-28 01:01:00,57, Moderate
2006,2019-06-28 02:00:00,55, Moderate
2007,2019-06-28 03:00:00,57, Moderate
2008,2019-06-28 04:01:00,58, Moderate
2009,2019-06-28 05:00:00,58, Moderate
2010,2019-06-28 06:01:00,58, Moderate
2011,2019-06-28 07:01:00,62, Moderate
2012,2019-06-28 08:00:00,73, Moderate
2013,2019-06-28 09:01:00,71, Moderate
2014,2019-06-28 10:00:00,67, Moderate
2015,2019-06-28 11:01:00,64, Moderate
2016,2019-06-28 12:00:00,64, Moderate
2017,2019-06-28 13:00:00,63, Moderate
2018,2019-06-28 14:00:00,62, Moderate
2019,2019-06-28 15:01:00,60, Moderate
2020,2019-06-28 16:01:00,64, Moderate
2021,2019-06-28 17:01:00,61, Moderate
2022,2019-06-28 18:01:00,64, Moderate
2023,2019-06-28 19:00:00,64, Moderate
2024,2019-06-28 20:01:00,58, Moderate
2025,2019-06-28 21:00:00,65, Moderate
2026,2019-06-28 22:00:00,59, Moderate
2027,2019-06-28 23:00:00,58, Moderate
2028,2019-06-29 00:00:00,58, Moderate
2029,2019-06-29 01:00:00,51, Moderate
2030,2019-06-29 02:00:00,48, Good
2031,2019-06-29 03:00:00,47, Good
2032,2019-06-29 04:00:00,51, Moderate
2033,2019-06-29 05:00:00,53, Moderate
2034,2019-06-29 06:01:00,48, Good
2035,2019-06-29 07:00:00,45, Good
2036,2019-06-29 08:00:00,52, Moderate
2037,2019-06-29 09:01:00,56, Moderate
2038,2019-06-29 10:00:00,60, Moderate
2039,2019-06-29 11:01:00,58, Moderate
2040,2019-06-29 12:00:00,62, Moderate
2041,2019-06-29 13:01:00,62, Moderate
2042,2019-06-29 14:00:00,61, Moderate
2043,2019-06-29 15:00:00,59, Moderate
2044,2019-06-29 16:01:00,60, Moderate
2045,2019-06-29 17:00:00,62, Moderate
2046,2019-06-29 18:00:00,60, Moderate
2047,2019-06-29 19:00:00,58, Moderate
2048,2019-06-29 20:01:00,62, Moderate
2049,2019-06-29 21:00:00,59, Moderate
2050,2019-06-29 22:00:00,56, Moderate
2051,2019-06-29 23:00:00,55, Moderate
2052,2019-06-30 00:00:00,56, Moderate
2053,2019-06-30 01:00:00,56, Moderate
2054,2019-06-30 02:00:00,55, Moderate
2055,2019-06-30 03:00:00,52, Moderate
2056,2019-06-30 04:00:00,51, Moderate
2057,2019-06-30 05:00:00,52, Moderate
2058,2019-06-30 06:01:00,53, Moderate
2059,2019-06-30 07:00:00,53, Moderate
2060,2019-06-30 08:00:00,54, Moderate
2061,2019-06-30 09:00:00,55, Moderate
2062,2019-06-30 10:00:00,58, Moderate
2063,2019-06-30 11:01:00,55, Moderate
2064,2019-06-30 12:00:00,57, Moderate
2065,2019-06-30 13:01:00,56, Moderate
2066,2019-06-30 14:00:00,56, Moderate
2067,2019-06-30 15:01:00,57, Moderate
2068,2019-06-30 16:01:00,57, Moderate
2069,2019-06-30 17:00:00,57, Moderate
2070,2019-06-30 18:00:00,56, Moderate
2071,2019-06-30 19:00:00,56, Moderate
2072,2019-06-30 20:01:00,57, Moderate
2073,2019-06-30 21:00:00,57, Moderate
2074,2019-06-30 22:00:00,55, Moderate
2075,2019-06-30 23:00:00,51, Moderate
2076,2019-07-01 00:00:00,41, Good
2077,2019-07-01 01:00:00,41, Good
2078,2019-07-01 02:00:00,41, Good
2079,2019-07-01 03:00:00,39, Good
2080,2019-07-01 04:00:00,36, Good
2081,2019-07-01 05:00:00,47, Good
2082,2019-07-01 06:01:00,46, Good
2083,2019-07-01 07:00:00,44, Good
2084,2019-07-01 08:00:00,63, Moderate
2085,2019-07-01 09:00:00,62, Moderate
2086,2019-07-01 10:00:00,57, Moderate
2087,2019-07-01 11:01:00,53, Moderate
2088,2019-07-01 12:00:00,50, Good
2089,2019-07-01 13:01:00,53, Moderate
2090,2019-07-01 14:00:00,52, Moderate
2091,2019-07-01 15:00:00,56, Moderate
2092,2019-07-01 16:01:00,55, Moderate
2093,2019-07-01 17:00:00,55, Moderate
2094,2019-07-01 18:00:00,52, Moderate
2095,2019-07-01 19:00:00,55, Moderate
2096,2019-07-01 20:01:00,56, Moderate
2097,2019-07-01 21:00:00,57, Moderate
2098,2019-07-01 22:00:00,59, Moderate
2099,2019-07-01 23:00:00,54, Moderate
2100,2019-07-02 00:00:00,40, Good
2101,2019-07-02 01:00:00,43, Good
2102,2019-07-02 02:00:00,40, Good
2103,2019-07-02 03:00:00,39, Good
2104,2019-07-02 04:00:00,40, Good
2105,2019-07-02 05:00:00,41, Good
2106,2019-07-02 06:01:00,37, Good
2107,2019-07-02 07:01:00,37, Good
2108,2019-07-02 08:00:00,65, Moderate
2109,2019-07-02 09:01:00,63, Moderate
2110,2019-07-02 10:00:00,61, Moderate
2111,2019-07-02 11:01:00,57, Moderate
2112,2019-07-02 12:00:00,56, Moderate
2113,2019-07-02 13:01:00,52, Moderate
2114,2019-07-02 14:00:00,54, Moderate
2115,2019-07-02 15:01:00,51, Moderate
2116,2019-07-02 16:01:00,110, Unhealthy for Sensitive Groups
2117,2019-07-02 17:01:00,92, Moderate
2118,2019-07-02 18:01:00,84, Moderate
2119,2019-07-02 19:00:00,77, Moderate
2120,2019-07-02 20:01:00,78, Moderate
2121,2019-07-02 21:00:00,69, Moderate
2122,2019-07-02 22:00:00,65, Moderate
2123,2019-07-02 23:00:00,57, Moderate
2124,2019-07-03 00:00:00,57, Moderate
2125,2019-07-03 01:00:00,52, Moderate
2126,2019-07-03 02:00:00,45, Good
2127,2019-07-03 03:00:00,37, Good
2128,2019-07-03 04:00:00,31, Good
2129,2019-07-03 05:00:00,38, Good
2130,2019-07-03 06:01:00,48, Good
2131,2019-07-03 07:01:00,54, Moderate
2132,2019-07-03 08:00:00,77, Moderate
2133,2019-07-03 09:01:00,65, Moderate
2134,2019-07-03 10:00:00,54, Moderate
2135,2019-07-03 11:00:00,49, Good
2136,2019-07-03 12:00:00,58, Moderate
2137,2019-07-03 13:01:00,52, Moderate
2138,2019-07-03 14:00:00,54, Moderate
2139,2019-07-03 15:00:00,52, Moderate
2140,2019-07-03 16:01:00,52, Moderate
2141,2019-07-03 17:01:00,53, Moderate
2142,2019-07-03 18:00:00,59, Moderate
2143,2019-07-03 19:00:00,52, Moderate
2144,2019-07-03 20:01:00,45, Good
2145,2019-07-03 21:00:00,47, Good
2146,2019-07-03 22:00:00,42, Good
2147,2019-07-03 23:00:00,35, Good
2148,2019-07-04 00:00:00,32, Good
2149,2019-07-04 01:00:00,30, Good
2150,2019-07-04 02:00:00,30, Good
2151,2019-07-04 03:00:00,29, Good
2152,2019-07-04 04:00:00,29, Good
2153,2019-07-04 05:00:00,29, Good
2154,2019-07-04 06:01:00,33, Good
2155,2019-07-04 07:00:00,52, Moderate
2156,2019-07-04 08:00:00,73, Moderate
2157,2019-07-04 09:01:00,79, Moderate
2158,2019-07-04 10:00:00,63, Moderate
2159,2019-07-04 11:01:00,56, Moderate
2160,2019-07-04 12:00:00,52, Moderate
2161,2019-07-04 13:01:00,49, Good
2162,2019-07-04 14:00:00,39, Good
2163,2019-07-04 15:01:00,32, Good
2164,2019-07-04 16:01:00,33, Good
2165,2019-07-04 17:00:00,33, Good
2166,2019-07-04 18:01:00,39, Good
2167,2019-07-04 19:00:00,40, Good
2168,2019-07-04 20:01:00,41, Good
2169,2019-07-04 21:00:00,45, Good
2170,2019-07-04 22:00:00,37, Good
2171,2019-07-04 23:00:00,33, Good
2172,2019-07-05 00:00:00,27, Good
2173,2019-07-05 01:00:00,30, Good
2174,2019-07-05 02:00:00,32, Good
2175,2019-07-05 03:00:00,52, Moderate
2176,2019-07-05 04:00:00,57, Moderate
2177,2019-07-05 05:00:00,57, Moderate
2178,2019-07-05 06:01:00,54, Moderate
2179,2019-07-05 07:00:00,59, Moderate
2180,2019-07-05 08:00:00,77, Moderate
2181,2019-07-05 09:00:00,69, Moderate
2182,2019-07-05 10:00:00,60, Moderate
2183,2019-07-05 11:01:00,57, Moderate
2184,2019-07-05 12:00:00,46, Good
2185,2019-07-05 13:01:00,50, Good
2186,2019-07-05 14:00:00,42, Good
2187,2019-07-05 15:01:00,38, Good
2188,2019-07-05 16:00:00,35, Good
2189,2019-07-05 17:00:00,34, Good
2190,2019-07-05 18:00:00,34, Good
2191,2019-07-05 19:00:00,35, Good
2192,2019-07-05 20:01:00,36, Good
2193,2019-07-05 21:00:00,47, Good
2194,2019-07-05 22:00:00,44, Good
2195,2019-07-05 23:00:00,39, Good
2196,2019-07-06 00:00:00,32, Good
2197,2019-07-06 01:00:00,28, Good
2198,2019-07-06 02:00:00,25, Good
2199,2019-07-06 03:00:00,29, Good
2200,2019-07-06 04:00:00,29, Good
2201,2019-07-06 05:00:00,25, Good
2202,2019-07-06 06:01:00,43, Good
2203,2019-07-06 07:01:00,-999,
2204,2019-07-06 08:00:00,-999,
2205,2019-07-06 09:00:00,-999,
2206,2019-07-06 10:00:00,59, Moderate
2207,2019-07-06 11:01:00,59, Moderate
2208,2019-07-06 12:00:00,48, Good
2209,2019-07-06 13:01:00,43, Good
2210,2019-07-06 14:00:00,43, Good
2211,2019-07-06 15:00:00,-999,
2212,2019-07-06 16:01:00,-999,
2213,2019-07-06 17:00:00,-999,
2214,2019-07-06 18:00:00,40, Good
2215,2019-07-06 19:00:00,41, Good
2216,2019-07-06 20:01:00,52, Moderate
2217,2019-07-06 21:00:00,52, Moderate
2218,2019-07-06 22:00:00,52, Moderate
2219,2019-07-06 23:00:00,-999,
2220,2019-07-07 00:00:00,-999,
2221,2019-07-07 01:00:00,-999,
2222,2019-07-07 02:00:00,-999,
2223,2019-07-07 03:00:00,-999,
2224,2019-07-07 04:00:00,26, Good
2225,2019-07-07 05:00:00,32, Good
2226,2019-07-07 06:01:00,30, Good
2227,2019-07-07 07:01:00,32, Good
2228,2019-07-07 08:00:00,62, Moderate
2229,2019-07-07 09:01:00,73, Moderate
2230,2019-07-07 10:00:00,62, Moderate
2231,2019-07-07 11:01:00,57, Moderate
2232,2019-07-07 12:00:00,54, Moderate
2233,2019-07-07 13:01:00,51, Moderate
2234,2019-07-07 14:00:00,38, Good
2235,2019-07-07 15:00:00,38, Good
2236,2019-07-07 16:01:00,42, Good
2237,2019-07-07 17:00:00,42, Good
2238,2019-07-07 18:00:00,44, Good
2239,2019-07-07 19:00:00,43, Good
2240,2019-07-07 20:01:00,38, Good
2241,2019-07-07 21:00:00,33, Good
2242,2019-07-07 22:00:00,42, Good
2243,2019-07-07 23:00:00,42, Good
2244,2019-07-08 00:00:00,42, Good
2245,2019-07-08 01:00:00,38, Good
2246,2019-07-08 02:00:00,27, Good
2247,2019-07-08 03:00:00,22, Good
2248,2019-07-08 04:00:00,30, Good
2249,2019-07-08 05:00:00,29, Good
2250,2019-07-08 06:01:00,27, Good
